# idle,pivot_deg,0.62
# idle,pivot_deg,0.62
# idle,pivot_deg,0.62
# idle,pivot_deg,0.62
# idle,pivot_deg,-2.90
# idle,pivot_deg,28.12
# idle,pivot_deg,6.06
# idle,pivot_deg,-14.50
# idle,pivot_deg,3.08
# idle,pivot_deg,5.36
# idle,pivot_deg,0.97
# idle,pivot_deg,-0.70
# idle,pivot_deg,0.26
# idle,pivot_deg,0.53
# idle,pivot_deg,0.35
# idle,pivot_deg,-1.67
# idle,pivot_deg,0.88
# idle,pivot_deg,-0.09
# idle,pivot_deg,0.18
# idle,pivot_deg,0.44
# idle,pivot_deg,0.00
# idle,pivot_deg,0.18
# idle,pivot_deg,0.53
# idle,pivot_deg,0.26
# idle,pivot_deg,-0.62
# idle,pivot_deg,-9.84
# idle,pivot_deg,2.20
# idle,pivot_deg,0.35
# idle,pivot_deg,-5.01
# idle,pivot_deg,-2.02
# idle,pivot_deg,0.53
# idle,pivot_deg,-1.67
# idle,pivot_deg,1.85
# idle,pivot_deg,-2.99
# idle,pivot_deg,-2.46
# idle,pivot_deg,-0.79
# idle,pivot_deg,-0.79
# idle,pivot_deg,-0.79
# idle,pivot_deg,-0.79
# idle,pivot_deg,-0.79
  STAGE 1: motor OFF. Displace ~20-30 deg and RELEASE.
# TEST,freeswing
# DURATION_S,20
# columns: t_s,pivot_deg,pivot_dps,wheel_deg,wheel_dps,duty
t_s,pivot_deg,pivot_dps,wheel_deg,wheel_dps,duty
4.8040,-13.447,-18.03,285.288,0.0,0
4.8090,-13.623,-27.53,285.554,0.0,0
4.8140,-13.711,-21.50,285.465,0.0,0
4.8190,-13.887,-30.29,285.643,0.0,0
4.8240,-13.975,-24.37,285.554,0.0,0
4.8290,-14.063,-20.10,285.377,0.0,0
4.8340,-14.063,-10.49,285.554,0.0,0
4.8390,-14.063,-1.09,285.643,0.0,0
4.8440,-14.063,-0.48,285.554,0.0,0
4.8490,-14.063,-0.21,286.174,0.0,0
4.8540,-14.150,-6.76,285.554,0.0,0
4.8590,-14.150,-3.00,285.554,0.0,0
4.8640,-14.150,-1.33,285.643,0.0,0
4.8690,-14.150,-0.59,286.086,0.0,0
4.8740,-14.150,-0.26,285.643,0.0,0
4.8790,-14.150,-0.14,285.643,0.0,0
4.8840,-14.063,6.61,285.643,0.0,0
4.8890,-13.975,12.23,285.820,0.0,0
4.8940,-13.887,14.71,285.554,0.0,0
4.8990,-13.711,22.49,285.643,0.0,0
4.9040,-13.535,28.79,285.465,0.0,0
4.9090,-13.359,31.61,285.554,0.0,0
4.9140,-13.096,42.85,285.288,0.0,0
4.9190,-12.832,49.05,285.288,0.0,0
4.9250,-12.568,57.25,285.554,0.0,0
4.9300,-12.217,63.75,285.554,0.0,0
4.9350,-11.777,74.00,285.465,0.0,0
4.9400,-11.250,89.77,285.377,0.0,0
4.9450,-10.723,98.41,285.731,0.0,0
4.9500,-10.107,108.48,285.643,0.0,0
4.9550,-9.404,124.61,285.554,0.0,0
4.9600,-8.789,123.66,285.377,0.0,0
4.9650,-8.174,123.28,285.465,0.0,0
4.9700,-7.734,116.20,285.643,0.0,0
4.9750,-7.031,128.02,285.465,0.0,0
4.9800,-6.416,124.65,285.377,0.0,0
4.9850,-5.713,128.45,285.377,0.0,0
4.9900,-4.834,151.05,285.377,0.0,0
4.9950,-3.955,163.94,285.377,0.0,0
5.0000,-3.076,168.03,285.554,0.0,0
5.0050,-2.197,169.85,285.465,0.0,0
5.0100,-1.230,177.30,285.288,0.0,0
5.0150,-0.527,174.40,285.288,0.0,0
5.0200,0.439,181.93,285.288,0.0,0
5.0250,1.406,186.93,284.934,0.0,0
5.0300,2.461,198.96,285.022,0.0,0
5.0350,3.428,192.86,285.554,0.0,0
5.0400,4.395,187.51,285.288,0.0,0
5.0450,5.361,186.36,285.465,0.0,0
5.0500,6.328,187.27,285.377,0.0,0
5.0550,7.295,187.64,284.934,0.0,0
5.0600,8.174,200.50,285.288,0.0,0
5.0650,9.141,195.18,285.199,0.0,0
5.0700,10.195,202.63,285.377,0.0,0
5.0750,11.250,207.31,285.199,0.0,0
5.0800,12.217,196.56,285.288,0.0,0
5.0850,13.271,200.08,285.022,0.0,0
5.0900,14.326,204.82,285.199,0.0,0
5.0950,15.205,186.15,285.288,0.0,0
5.1000,16.172,185.76,285.199,0.0,0
5.1050,16.875,178.81,285.199,0.0,0
5.1100,17.842,181.30,285.111,0.0,0
5.1150,18.809,186.65,285.111,0.0,0
5.1200,19.687,178.10,285.022,0.0,0
5.1250,20.654,180.96,285.377,0.0,0
5.1300,21.445,162.72,284.668,0.0,0
5.1350,22.324,164.85,285.022,0.0,0
5.1400,22.939,139.61,284.934,0.0,0
5.1450,23.643,140.05,285.022,0.0,0
5.1500,23.994,114.03,284.934,0.0,0
5.1550,24.609,114.19,285.022,0.0,0
5.1600,25.137,107.60,284.845,0.0,0
5.1650,25.664,106.31,285.465,0.0,0
5.1700,26.016,86.92,284.756,0.0,0
5.1750,26.367,75.27,284.579,0.0,0
5.1800,26.631,63.44,284.845,0.0,0
5.1850,26.807,50.28,284.845,0.0,0
5.1910,26.807,22.31,284.845,0.0,0
5.1960,26.895,20.94,284.845,0.0,0
5.2010,26.895,9.29,285.022,0.0,0
5.2060,26.982,16.97,284.934,0.0,0
5.2110,26.895,-1.76,285.111,0.0,0
5.2160,26.807,-11.71,284.934,0.0,0
5.2210,26.631,-27.35,284.402,0.0,0
5.2260,26.455,-30.95,284.934,0.0,0
5.2310,26.279,-34.48,284.845,0.0,0
5.2360,26.104,-36.05,284.756,0.0,0
5.2410,25.840,-51.90,284.934,0.0,0
5.2460,25.576,-51.83,284.845,0.0,0
5.2510,25.225,-62.75,284.845,0.0,0
5.2560,24.961,-56.64,284.845,0.0,0
5.2610,24.609,-63.48,284.845,0.0,0
5.2660,24.170,-75.80,284.845,0.0,0
5.2710,23.730,-85.84,285.111,0.0,0
5.2760,23.291,-89.99,284.668,0.0,0
5.2810,22.939,-78.28,284.668,0.0,0
5.2860,22.588,-81.78,285.465,0.0,0
5.2910,22.148,-83.92,284.845,0.0,0
5.2960,21.709,-84.88,284.579,0.0,0
5.3010,21.094,-106.06,284.756,0.0,0
5.3060,20.479,-116.84,284.845,0.0,0
5.3110,19.687,-136.21,284.756,0.0,0
5.3160,18.984,-134.95,284.845,0.0,0
5.3210,18.193,-145.87,284.756,0.0,0
5.3260,17.490,-140.47,284.845,0.0,0
5.3310,16.787,-155.17,284.934,0.0,0
5.3360,15.908,-164.14,284.934,0.0,0
5.3410,15.029,-163.14,284.845,0.0,0
5.3460,14.150,-167.65,284.756,0.0,0
5.3510,13.271,-169.67,284.845,0.0,0
5.3560,12.393,-170.55,284.756,0.0,0
5.3610,11.426,-181.90,284.845,0.0,0
5.3660,10.371,-195.51,284.845,0.0,0
5.3710,9.316,-200.85,284.934,0.0,0
5.3760,8.438,-208.82,284.668,0.0,0
5.3810,7.207,-228.91,284.934,0.0,0
5.3860,5.801,-257.32,284.668,0.0,0
5.3910,4.307,-277.86,285.111,0.0,0
5.3960,2.900,-274.09,284.756,0.0,0
5.4010,1.758,-242.38,284.845,0.0,0
5.4060,0.791,-210.72,284.845,0.0,0
5.4110,0.000,-177.83,284.579,0.0,0
5.4160,-0.791,-169.46,285.022,0.0,0
5.4210,-1.494,-170.28,284.934,0.0,0
5.4260,-2.549,-189.65,284.934,0.0,0
5.4310,-3.516,-187.34,285.022,0.0,0
5.4360,-4.307,-167.48,284.934,0.0,0
5.4410,-4.834,-134.79,285.199,0.0,0
5.4460,-5.361,-118.38,284.934,0.0,0
5.4520,-6.064,-130.22,285.022,0.0,0
5.4570,-6.768,-133.52,285.377,0.0,0
5.4620,-7.471,-132.38,285.022,0.0,0
5.4670,-7.822,-110.02,284.934,0.0,0
5.4720,-8.262,-96.46,285.111,0.0,0
5.4770,-8.613,-81.15,284.934,0.0,0
5.4820,-9.053,-83.65,284.225,0.0,0
5.4870,-9.492,-86.13,285.111,0.0,0
5.4920,-9.844,-76.57,285.199,0.0,0
5.4970,-10.195,-68.75,285.111,0.0,0
5.5020,-10.547,-68.86,285.288,0.0,0
5.5070,-10.811,-60.60,285.022,0.0,0
5.5120,-10.898,-42.55,285.111,0.0,0
5.5170,-11.162,-47.71,285.288,0.0,0
5.5220,-11.338,-43.30,285.199,0.0,0
5.5270,-11.514,-38.03,285.288,0.0,0
5.5320,-11.777,-42.37,285.111,0.0,0
5.5370,-12.041,-47.63,285.199,0.0,0
5.5420,-12.217,-39.95,285.377,0.0,0
5.5470,-12.480,-44.62,285.377,0.0,0
5.5520,-12.744,-48.61,285.288,0.0,0
5.5570,-12.832,-34.66,285.288,0.0,0
5.5620,-13.008,-36.13,285.465,0.0,0
5.5670,-13.096,-26.96,285.288,0.0,0
5.5720,-13.184,-22.89,285.111,0.0,0
5.5770,-13.271,-19.45,285.377,0.0,0
5.5820,-13.359,-17.91,285.199,0.0,0
5.5870,-13.359,-7.95,285.465,0.0,0
5.5920,-13.447,-10.20,285.288,0.0,0
5.5970,-13.535,-11.19,285.377,0.0,0
5.6020,-13.623,-15.13,285.465,0.0,0
5.6070,-13.711,-16.00,285.199,0.0,0
5.6120,-13.799,-16.39,285.377,0.0,0
5.6170,-13.799,-7.27,285.199,0.0,0
5.6220,-13.887,-16.08,285.288,0.0,0
5.6270,-13.887,-12.10,285.199,0.0,0
5.6320,-13.887,-5.37,285.377,0.0,0
5.6370,-13.887,-2.38,285.465,0.0,0
5.6420,-13.887,-1.06,285.377,0.0,0
5.6470,-13.887,-0.55,285.288,0.0,0
5.6520,-13.887,-0.24,285.199,0.0,0
5.6570,-13.799,9.18,285.199,0.0,0
5.6620,-13.711,15.00,285.288,0.0,0
5.6670,-13.623,15.95,285.377,0.0,0
5.6720,-13.447,26.59,285.377,0.0,0
5.6770,-13.271,32.56,285.377,0.0,0
5.6820,-13.096,35.20,284.756,0.0,0
5.6870,-12.920,33.22,285.465,0.0,0
5.6930,-12.744,38.04,285.377,0.0,0
5.6980,-12.393,55.23,285.377,0.0,0
5.7030,-12.129,53.31,285.377,0.0,0
5.7080,-11.689,71.30,285.288,0.0,0
5.7130,-11.250,79.27,285.288,0.0,0
5.7180,-10.811,82.81,284.490,0.0,0
5.7230,-10.195,101.97,285.111,0.0,0
5.7280,-9.580,111.71,285.111,0.0,0
5.7330,-9.053,106.48,285.199,0.0,0
5.7380,-8.525,115.29,285.111,0.0,0
5.7430,-7.998,106.69,284.845,0.0,0
5.7480,-7.383,112.57,285.199,0.0,0
5.7530,-6.768,115.18,285.022,0.0,0
5.7580,-6.064,129.21,285.199,0.0,0
5.7630,-5.361,131.85,285.288,0.0,0
5.7680,-4.482,152.40,285.111,0.0,0
5.7730,-3.516,174.51,285.643,0.0,0
5.7780,-2.725,166.04,285.111,0.0,0
5.7830,-2.021,168.52,285.111,0.0,0
5.7880,-1.143,170.06,285.465,0.0,0
5.7930,-0.264,170.73,284.845,0.0,0
5.7980,0.615,171.02,285.111,0.0,0
5.8030,1.494,171.17,285.465,0.0,0
5.8080,2.461,180.53,285.111,0.0,0
5.8130,3.428,183.27,284.934,0.0,0
5.8180,4.307,176.61,285.554,0.0,0
5.8230,5.273,181.93,284.934,0.0,0
5.8280,5.977,178.26,285.022,0.0,0
5.8330,6.943,181.03,285.022,0.0,0
5.8380,7.910,183.50,284.934,0.0,0
5.8430,8.877,187.62,284.845,0.0,0
5.8480,9.844,187.80,284.934,0.0,0
5.8530,10.898,198.11,284.845,0.0,0
5.8580,11.865,194.11,285.022,0.0,0
5.8630,12.832,190.69,285.022,0.0,0
5.8680,13.799,189.16,284.756,0.0,0
5.8730,14.502,180.58,284.845,0.0,0
5.8780,15.469,188.26,284.668,0.0,0
5.8830,16.348,178.82,284.668,0.0,0
5.8880,17.227,174.61,284.756,0.0,0
5.8930,18.193,183.68,284.934,0.0,0
5.8980,19.072,179.38,284.402,0.0,0
5.9030,19.951,174.86,284.579,0.0,0
5.9080,20.742,160.02,284.756,0.0,0
5.9130,21.533,153.43,284.579,0.0,0
5.9180,22.061,139.78,284.490,0.0,0
5.9230,22.676,125.61,283.959,0.0,0
5.9280,23.203,111.27,284.136,0.0,0
5.9330,23.818,114.60,284.402,0.0,0
5.9380,24.346,109.42,284.579,0.0,0
5.9430,24.697,86.90,284.402,0.0,0
5.9480,25.137,86.19,284.402,0.0,0
5.9530,25.400,68.29,284.402,0.0,0
5.9590,25.576,49.13,284.313,0.0,0
5.9640,25.752,46.35,284.402,0.0,0
5.9690,25.840,29.85,284.579,0.0,0
5.9740,25.928,24.17,284.225,0.0,0
5.9790,25.928,10.72,284.313,0.0,0
5.9840,25.928,4.76,284.490,0.0,0
5.9890,26.016,13.58,284.402,0.0,0
5.9940,25.928,-1.87,283.604,0.0,0
5.9990,25.752,-18.43,284.402,0.0,0
6.0040,25.576,-28.93,284.313,0.0,0
6.0090,25.488,-24.38,284.490,0.0,0
6.0140,25.225,-39.62,284.402,0.0,0
6.0190,25.049,-38.33,284.579,0.0,0
6.0240,24.785,-43.89,284.490,0.0,0
6.0290,24.434,-54.26,284.490,0.0,0
6.0340,24.082,-62.42,284.402,0.0,0
6.0390,23.730,-68.67,284.402,0.0,0
6.0440,23.379,-71.44,284.402,0.0,0
6.0490,23.027,-70.05,284.402,0.0,0
6.0540,22.676,-77.49,284.313,0.0,0
6.0590,22.324,-74.13,283.959,0.0,0
6.0640,21.885,-80.53,284.402,0.0,0
6.0690,21.533,-75.30,284.490,0.0,0
6.0740,21.006,-93.89,284.402,0.0,0
6.0790,20.479,-102.17,284.402,0.0,0
6.0840,19.775,-123.00,284.402,0.0,0
6.0890,19.072,-133.89,284.402,0.0,0
6.0940,18.369,-135.84,284.402,0.0,0
6.0990,17.754,-144.90,284.313,0.0,0
6.1040,17.051,-143.61,284.490,0.0,0
6.1090,16.260,-152.34,284.490,0.0,0
6.1140,15.381,-162.87,284.313,0.0,0
6.1190,14.502,-167.53,284.313,0.0,0
6.1240,13.711,-161.28,284.402,0.0,0
6.1290,12.832,-166.85,284.313,0.0,0
6.1340,12.041,-159.75,284.402,0.0,0
6.1390,11.074,-172.82,284.313,0.0,0
6.1440,10.371,-172.05,284.402,0.0,0
6.1490,9.404,-179.52,284.402,0.0,0
6.1540,8.350,-197.10,284.402,0.0,0
6.1590,7.295,-204.88,284.934,0.0,0
6.1640,5.889,-244.74,284.402,0.0,0
6.1690,4.482,-260.81,284.490,0.0,0
6.1740,3.076,-263.64,284.490,0.0,0
6.1790,1.758,-256.88,284.579,0.0,0
6.1840,0.879,-209.25,284.402,0.0,0
6.1890,0.264,-180.13,284.934,0.0,0
6.1940,-0.439,-159.24,284.402,0.0,0
6.1990,-1.230,-159.28,284.490,0.0,0
6.2040,-2.197,-175.24,284.668,0.0,0
6.2090,-3.340,-201.82,284.313,0.0,0
6.2140,-4.131,-171.97,284.756,0.0,0
6.2200,-4.746,-139.91,284.579,0.0,0
6.2250,-5.273,-120.64,285.465,0.0,0
6.2300,-5.801,-110.45,284.490,0.0,0
6.2350,-6.328,-118.80,284.579,0.0,0
6.2400,-7.031,-129.15,284.490,0.0,0
6.2450,-7.646,-123.77,284.402,0.0,0
6.2500,-8.086,-100.62,284.490,0.0,0
6.2550,-8.525,-90.91,284.490,0.0,0
6.2600,-8.877,-81.30,284.579,0.0,0
6.2650,-9.141,-66.11,285.199,0.0,0
6.2700,-9.580,-74.36,284.579,0.0,0
6.2750,-9.932,-71.34,284.490,0.0,0
6.2800,-10.195,-67.24,284.579,0.0,0
6.2850,-10.459,-56.72,284.579,0.0,0
6.2900,-10.811,-63.51,284.490,0.0,0
6.2950,-10.986,-48.94,284.756,0.0,0
6.3000,-11.162,-40.54,284.668,0.0,0
6.3050,-11.338,-36.81,284.668,0.0,0
6.3100,-11.514,-33.93,284.756,0.0,0
6.3150,-11.689,-32.24,284.668,0.0,0
6.3200,-11.953,-43.13,284.756,0.0,0
6.3250,-12.129,-42.73,284.579,0.0,0
6.3300,-12.393,-47.76,284.668,0.0,0
6.3350,-12.568,-37.15,284.668,0.0,0
6.3400,-12.832,-45.29,285.111,0.0,0
6.3450,-12.920,-32.96,284.579,0.0,0
6.3500,-12.920,-14.62,284.668,0.0,0
6.3550,-13.008,-13.16,284.579,0.0,0
6.3600,-13.096,-18.70,285.199,0.0,0
6.3650,-13.096,-8.30,284.579,0.0,0
6.3700,-13.184,-12.18,284.579,0.0,0
6.3750,-13.184,-5.40,284.845,0.0,0
6.3800,-13.271,-11.69,284.934,0.0,0
6.3850,-13.271,-5.19,284.402,0.0,0
6.3900,-13.359,-10.19,284.756,0.0,0
6.3950,-13.359,-4.52,284.668,0.0,0
6.4000,-13.359,-2.01,284.845,0.0,0
6.4050,-13.359,-0.89,284.934,0.0,0
6.4100,-13.447,-13.24,284.668,0.0,0
6.4150,-13.447,-9.99,284.845,0.0,0
6.4200,-13.447,-4.43,284.668,0.0,0
6.4250,-13.447,-1.97,284.579,0.0,0
6.4300,-13.359,8.42,284.579,0.0,0
6.4350,-13.359,3.74,284.934,0.0,0
6.4400,-13.271,12.59,284.756,0.0,0
6.4450,-13.184,14.87,284.756,0.0,0
6.4500,-13.008,24.20,284.845,0.0,0
6.4550,-12.832,31.48,284.934,0.0,0
6.4610,-12.744,27.37,284.845,0.0,0
6.4660,-12.480,40.97,284.934,0.0,0
6.4710,-12.217,46.98,284.756,0.0,0
6.4760,-11.953,52.53,284.668,0.0,0
6.4810,-11.602,61.65,284.668,0.0,0
6.4860,-11.250,65.70,284.579,0.0,0
6.4910,-10.811,76.80,285.022,0.0,0
6.4960,-10.283,92.65,284.756,0.0,0
6.5010,-9.756,98.04,284.668,0.0,0
6.5060,-9.316,104.96,284.756,0.0,0
6.5110,-8.789,107.06,284.579,0.0,0
6.5160,-8.262,108.01,284.668,0.0,0
6.5210,-7.734,104.84,284.668,0.0,0
6.5260,-7.207,102.06,284.668,0.0,0
6.5310,-6.592,108.88,284.668,0.0,0
6.5360,-5.889,122.83,284.668,0.0,0
6.5410,-5.098,140.49,284.668,0.0,0
6.5460,-4.219,157.60,284.402,0.0,0
6.5510,-3.516,164.11,284.579,0.0,0
6.5560,-2.725,155.24,284.490,0.0,0
6.5610,-1.758,170.84,284.756,0.0,0
6.5660,-0.879,171.08,284.756,0.0,0
6.5710,-0.088,161.89,284.668,0.0,0
6.5760,0.703,157.83,284.490,0.0,0
6.5810,1.582,165.32,284.490,0.0,0
6.5860,2.461,168.63,285.111,0.0,0
6.5910,3.340,170.09,284.490,0.0,0
6.5960,4.043,170.62,284.579,0.0,0
6.6010,4.922,170.99,284.490,0.0,0
6.6060,5.801,171.14,284.668,0.0,0
6.6110,6.768,180.51,284.579,0.0,0
6.6160,7.734,188.23,284.579,0.0,0
6.6210,8.701,189.73,284.313,0.0,0
6.6260,9.580,182.08,284.402,0.0,0
6.6310,10.547,182.73,284.490,0.0,0
6.6360,11.514,183.01,284.402,0.0,0
6.6410,12.305,185.25,284.934,0.0,0
6.6460,13.271,185.36,284.313,0.0,0
6.6510,14.150,177.53,284.402,0.0,0
6.6560,15.029,174.04,284.402,0.0,0
6.6610,15.908,172.51,284.402,0.0,0
6.6660,16.787,171.81,284.490,0.0,0
6.6710,17.578,164.83,284.313,0.0,0
6.6760,18.457,168.42,284.490,0.0,0
6.6810,19.336,170.01,284.402,0.0,0
6.6860,19.951,159.67,284.313,0.0,0
6.6910,20.742,153.27,284.402,0.0,0
6.6960,21.445,144.44,284.313,0.0,0
6.7010,21.973,119.62,285.022,0.0,0
6.7060,22.500,106.69,284.490,0.0,0
6.7110,23.027,101.66,284.313,0.0,0
6.7160,23.555,100.64,284.136,0.0,0
6.7210,23.994,92.30,284.313,0.0,0
6.7270,24.258,67.85,283.781,0.0,0
6.7320,24.434,54.20,284.225,0.0,0
6.7370,24.609,40.02,284.136,0.0,0
6.7420,24.785,33.71,284.225,0.0,0
6.7470,24.961,33.79,284.313,0.0,0
6.7520,24.961,14.99,284.402,0.0,0
6.7570,24.961,6.65,284.579,0.0,0
6.7620,24.961,-0.18,284.225,0.0,0
6.7670,24.961,-3.64,284.136,0.0,0
6.7720,24.961,-1.61,284.402,0.0,0
6.7770,24.873,-10.14,284.402,0.0,0
6.7820,24.697,-22.09,284.225,0.0,0
6.7870,24.521,-28.63,284.047,0.0,0
6.7920,24.346,-31.52,284.136,0.0,0
6.7970,24.082,-44.02,284.313,0.0,0
6.8020,23.730,-60.50,284.225,0.0,0
6.8070,23.467,-58.53,284.225,0.0,0
6.8120,23.203,-54.08,284.225,0.0,0
6.8170,22.852,-62.35,284.313,0.0,0
6.8220,22.588,-64.18,284.313,0.0,0
6.8270,22.236,-68.23,284.313,0.0,0
6.8320,21.797,-77.91,284.225,0.0,0
6.8370,21.445,-71.29,284.225,0.0,0
6.8420,21.094,-69.98,284.225,0.0,0
6.8470,20.654,-78.70,284.136,0.0,0
6.8520,20.215,-86.82,284.047,0.0,0
6.8570,19.775,-86.17,284.402,0.0,0
6.8620,19.072,-114.67,284.136,0.0,0
6.8670,18.545,-120.99,284.225,0.0,0
6.8720,17.842,-128.22,284.402,0.0,0
6.8770,17.139,-133.36,283.427,0.0,0
6.8820,16.436,-137.26,284.579,0.0,0
6.8870,15.732,-136.65,284.225,0.0,0
6.8920,14.854,-152.88,284.136,0.0,0
6.8970,13.975,-163.10,284.402,0.0,0
6.9020,13.184,-156.73,284.313,0.0,0
6.9070,12.393,-156.91,284.225,0.0,0
6.9120,11.777,-150.90,283.959,0.0,0
6.9170,10.811,-171.76,284.225,0.0,0
6.9220,9.932,-173.39,284.313,0.0,0
6.9270,9.053,-172.22,284.402,0.0,0
6.9320,8.086,-180.97,284.402,0.0,0
6.9370,6.943,-202.47,284.313,0.0,0
6.9420,5.625,-232.75,284.313,0.0,0
6.9470,4.219,-255.46,284.225,0.0,0
6.9520,2.813,-265.57,284.225,0.0,0
6.9570,1.846,-250.47,284.313,0.0,0
6.9620,0.879,-219.25,284.313,0.0,0
6.9670,0.264,-165.67,284.668,0.0,0
6.9720,-0.352,-141.91,284.225,0.0,0
6.9770,-1.143,-147.30,284.756,0.0,0
6.9820,-2.197,-180.18,284.313,0.0,0
6.9870,-3.252,-194.05,284.490,0.0,0
6.9930,-4.131,-181.39,284.313,0.0,0
6.9980,-4.746,-145.72,284.136,0.0,0
7.0030,-5.098,-116.98,284.402,0.0,0
7.0080,-5.625,-109.38,284.313,0.0,0
7.0130,-6.152,-107.11,284.402,0.0,0
7.0180,-6.768,-111.12,284.225,0.0,0
7.0230,-7.471,-122.44,284.136,0.0,0
7.0280,-7.998,-111.26,284.313,0.0,0
7.0330,-8.350,-84.15,284.756,0.0,0
7.0380,-8.701,-75.69,284.313,0.0,0
7.0430,-8.965,-61.70,284.490,0.0,0
7.0480,-9.229,-60.27,284.402,0.0,0
7.0530,-9.580,-63.45,284.402,0.0,0
7.0580,-9.932,-66.50,284.845,0.0,0
7.0630,-10.195,-56.39,284.579,0.0,0
7.0680,-10.547,-63.37,284.402,0.0,0
7.0730,-10.811,-58.16,284.313,0.0,0
7.0780,-10.986,-44.64,284.402,0.0,0
7.0830,-11.162,-35.77,284.402,0.0,0
7.0880,-11.426,-43.28,284.402,0.0,0
7.0930,-11.514,-33.51,284.402,0.0,0
7.0980,-11.689,-32.46,284.225,0.0,0
7.1030,-11.953,-43.21,285.111,0.0,0
7.1080,-12.217,-49.21,284.490,0.0,0
7.1130,-12.393,-42.06,284.579,0.0,0
7.1180,-12.568,-36.26,284.490,0.0,0
7.1230,-12.744,-33.69,284.490,0.0,0
7.1280,-12.832,-24.23,284.579,0.0,0
7.1330,-12.920,-23.61,284.490,0.0,0
7.1380,-12.920,-12.33,284.579,0.0,0
7.1430,-13.008,-14.75,284.402,0.0,0
7.1480,-13.008,-6.55,284.668,0.0,0
7.1530,-13.096,-12.61,284.490,0.0,0
7.1580,-13.096,-5.59,284.313,0.0,0
7.1630,-13.184,-13.41,284.402,0.0,0
7.1680,-13.184,-5.95,284.047,0.0,0
7.1730,-13.184,-2.64,285.022,0.0,0
7.1780,-13.184,-1.17,284.668,0.0,0
7.1830,-13.184,-0.61,284.490,0.0,0
7.1880,-13.096,9.01,284.490,0.0,0
7.1930,-13.184,-3.89,284.579,0.0,0
7.1980,-13.184,-1.73,284.845,0.0,0
7.2030,-13.184,-4.33,285.377,0.0,0
7.2080,-13.096,4.75,284.934,0.0,0
7.2130,-13.008,11.39,284.579,0.0,0
7.2180,-12.920,17.92,285.022,0.0,0
7.2230,-12.832,17.23,284.402,0.0,0
7.2290,-12.656,31.14,284.313,0.0,0
7.2340,-12.480,35.97,284.490,0.0,0
7.2390,-12.217,44.76,284.313,0.0,0
7.2440,-11.953,48.66,284.313,0.0,0
7.2490,-11.602,59.94,284.845,0.0,0
7.2540,-11.338,53.48,284.490,0.0,0
7.2590,-10.898,71.37,284.402,0.0,0
7.2640,-10.547,72.63,284.845,0.0,0
7.2690,-10.107,79.87,284.225,0.0,0
7.2740,-9.756,82.62,284.490,0.0,0
7.2790,-9.404,75.01,284.490,0.0,0
7.2840,-8.965,80.92,284.402,0.0,0
7.2890,-8.438,90.21,284.490,0.0,0
7.2940,-7.910,95.56,284.579,0.0,0
7.2990,-7.383,99.34,284.845,0.0,0
7.3040,-6.768,112.47,284.490,0.0,0
7.3090,-6.152,116.37,284.579,0.0,0
7.3140,-5.449,129.73,284.313,0.0,0
7.3190,-4.834,140.27,284.313,0.0,0
7.3240,-3.955,157.51,284.579,0.0,0
7.3290,-3.076,168.74,284.579,0.0,0
7.3340,-2.197,170.16,284.313,0.0,0
7.3390,-1.406,164.11,284.402,0.0,0
7.3440,-0.527,168.08,284.579,0.0,0
7.3490,0.176,152.27,284.490,0.0,0
7.3540,0.879,142.08,284.668,0.0,0
7.3590,1.758,158.33,284.225,0.0,0
7.3640,2.461,164.49,284.313,0.0,0
7.3690,3.252,161.58,284.402,0.0,0
7.3740,4.131,166.98,284.313,0.0,0
7.3790,5.010,171.01,284.313,0.0,0
7.3840,5.889,171.14,284.490,0.0,0
7.3890,6.768,171.22,283.781,0.0,0
7.3940,7.734,177.91,284.402,0.0,0
7.3990,8.613,174.22,284.579,0.0,0
7.4040,9.492,172.57,284.225,0.0,0
7.4090,10.283,181.21,284.313,0.0,0
7.4140,11.162,174.31,284.313,0.0,0
7.4190,12.129,179.28,284.313,0.0,0
7.4240,13.008,174.83,284.225,0.0,0
7.4290,13.887,172.85,284.136,0.0,0
7.4340,14.766,171.96,284.136,0.0,0
7.4390,15.557,163.69,284.313,0.0,0
7.4440,16.436,167.90,284.225,0.0,0
7.4490,17.227,163.11,284.047,0.0,0
7.4540,17.842,156.07,284.136,0.0,0
7.4590,18.633,155.23,284.136,0.0,0
7.4640,19.424,151.30,284.225,0.0,0
7.4690,20.127,140.27,284.402,0.0,0
7.4740,20.830,138.70,284.047,0.0,0
7.4790,21.357,118.46,283.959,0.0,0
7.4840,21.885,111.13,284.225,0.0,0
7.4890,22.324,96.94,284.225,0.0,0
7.4950,22.764,90.65,284.136,0.0,0
7.5000,23.027,75.39,284.047,0.0,0
7.5050,23.291,58.95,284.225,0.0,0
7.5100,23.555,53.04,283.959,0.0,0
7.5150,23.730,44.28,284.225,0.0,0
7.5200,23.818,28.94,284.225,0.0,0
7.5250,23.906,20.74,284.225,0.0,0
7.5300,23.906,9.20,284.225,0.0,0
7.5350,23.906,4.08,284.047,0.0,0
7.5400,23.994,9.71,284.402,0.0,0
7.5450,23.994,5.07,284.047,0.0,0
7.5500,23.906,-10.61,284.225,0.0,0
7.5550,23.818,-15.64,284.579,0.0,0
7.5600,23.643,-26.47,284.136,0.0,0
7.5650,23.467,-33.90,284.136,0.0,0
7.5700,23.291,-37.17,284.225,0.0,0
