# idle,pivot_deg,0.62
# idle,pivot_deg,0.62
# idle,pivot_deg,0.62
# idle,pivot_deg,0.62
# idle,pivot_deg,-2.90
# idle,pivot_deg,28.12
# idle,pivot_deg,6.06
# idle,pivot_deg,-14.50
# idle,pivot_deg,3.08
# idle,pivot_deg,5.36
# idle,pivot_deg,0.97
# idle,pivot_deg,-0.70
# idle,pivot_deg,0.26
# idle,pivot_deg,0.53
# idle,pivot_deg,0.35
# idle,pivot_deg,-1.67
# idle,pivot_deg,0.88
# idle,pivot_deg,-0.09
# idle,pivot_deg,0.18
# idle,pivot_deg,0.44
# idle,pivot_deg,0.00
# idle,pivot_deg,0.18
# idle,pivot_deg,0.53
# idle,pivot_deg,0.26
# idle,pivot_deg,-0.62
# idle,pivot_deg,-9.84
# idle,pivot_deg,2.20
# idle,pivot_deg,0.35
# idle,pivot_deg,-5.01
# idle,pivot_deg,-2.02
# idle,pivot_deg,0.53
# idle,pivot_deg,-1.67
# idle,pivot_deg,1.85
# idle,pivot_deg,-2.99
# idle,pivot_deg,-2.46
# idle,pivot_deg,-0.79
# idle,pivot_deg,-0.79
# idle,pivot_deg,-0.79
# idle,pivot_deg,-0.79
# idle,pivot_deg,-0.79
  STAGE 1: motor OFF. Displace ~20-30 deg and RELEASE.
# TEST,freeswing
# DURATION_S,20
# columns: t_s,pivot_deg,pivot_dps,wheel_deg,wheel_dps,duty
t_s,pivot_deg,pivot_dps,wheel_deg,wheel_dps,duty
2.0730,-4.922,-7.51,277.755,0.0,0
2.0780,-5.010,-13.21,277.843,0.0,0
2.0830,-5.098,-18.72,277.400,0.0,0
2.0880,-5.186,-21.16,277.843,0.0,0
2.0930,-5.361,-31.54,277.578,0.0,0
2.0980,-5.537,-36.13,277.843,0.0,0
2.1030,-5.801,-47.71,277.843,0.0,0
2.1080,-6.064,-52.86,277.843,0.0,0
2.1130,-6.328,-53.50,278.375,0.0,0
2.1190,-6.504,-42.57,277.843,0.0,0
2.1240,-6.592,-30.07,278.021,0.0,0
2.1290,-6.592,-13.34,277.932,0.0,0
2.1340,-6.592,-2.89,278.021,0.0,0
2.1390,-6.592,-1.28,278.021,0.0,0
2.1440,-6.592,-0.57,278.287,0.0,0
2.1490,-6.680,-8.15,278.109,0.0,0
2.1540,-6.768,-16.48,278.287,0.0,0
2.1590,-6.943,-28.06,278.375,0.0,0
2.1640,-7.031,-23.37,278.198,0.0,0
2.1690,-7.119,-20.05,278.109,0.0,0
2.1740,-7.207,-18.18,278.730,0.0,0
2.1790,-7.295,-18.99,278.641,0.0,0
2.1840,-7.471,-27.26,278.641,0.0,0
2.1890,-7.646,-30.92,278.818,0.0,0
2.1940,-7.910,-42.52,278.641,0.0,0
2.1990,-8.174,-46.97,278.552,0.0,0
2.2040,-8.525,-55.63,278.818,0.0,0
2.2090,-8.789,-55.13,278.552,0.0,0
2.2140,-8.877,-41.63,279.261,0.0,0
2.2190,-8.965,-27.75,278.818,0.0,0
2.2240,-9.229,-39.20,278.907,0.0,0
2.2290,-9.668,-65.03,279.084,0.0,0
2.2340,-9.932,-56.97,279.084,0.0,0
2.2390,-10.283,-62.00,279.261,0.0,0
2.2440,-10.547,-56.31,279.350,0.0,0
2.2490,-10.723,-43.81,279.616,0.0,0
2.2540,-10.811,-27.34,279.527,0.0,0
2.2590,-10.898,-25.20,279.616,0.0,0
2.2640,-10.898,-11.18,279.793,0.0,0
2.2690,-11.074,-27.12,279.793,0.0,0
2.2740,-11.250,-32.25,280.148,0.0,0
2.2790,-11.602,-52.66,280.059,0.0,0
2.2840,-11.865,-53.82,280.414,0.0,0
2.2890,-12.041,-44.63,280.591,0.0,0
2.2940,-12.129,-29.09,280.768,0.0,0
2.2990,-12.217,-23.84,280.857,0.0,0
2.3040,-12.305,-23.38,280.857,0.0,0
2.3090,-12.480,-29.20,280.414,0.0,0
2.3140,-12.656,-30.56,281.300,0.0,0
2.3190,-12.832,-32.37,281.388,0.0,0
2.3240,-12.920,-27.21,281.566,0.0,0
2.3290,-12.920,-12.07,281.743,0.0,0
2.3340,-12.832,5.56,281.920,0.0,0
2.3390,-12.744,11.75,282.009,0.0,0
2.3440,-12.480,35.26,282.275,0.0,0
2.3490,-12.305,40.56,282.098,0.0,0
2.3540,-12.041,48.03,282.186,0.0,0
2.3590,-11.865,42.06,282.275,0.0,0
2.3640,-11.777,27.95,282.275,0.0,0
2.3700,-11.689,24.02,282.009,0.0,0
2.3750,-11.777,2.76,282.452,0.0,0
2.3800,-11.865,-8.06,282.541,0.0,0
2.3850,-11.953,-14.50,282.452,0.0,0
2.3900,-12.041,-17.37,282.363,0.0,0
2.3950,-12.041,-9.06,282.452,0.0,0
2.4000,-12.041,-4.02,282.629,0.0,0
2.4050,-12.129,-14.63,283.072,0.0,0
2.4100,-12.217,-19.36,282.629,0.0,0
2.4150,-12.305,-21.45,282.629,0.0,0
2.4200,-12.305,-9.52,282.541,0.0,0
2.4250,-12.393,-10.90,282.718,0.0,0
2.4300,-12.393,-4.84,283.161,0.0,0
2.4350,-12.480,-8.82,282.629,0.0,0
2.4400,-12.568,-12.45,282.541,0.0,0
2.4450,-12.832,-34.33,282.895,0.0,0
2.4500,-12.920,-28.08,282.718,0.0,0
2.4550,-12.920,-12.46,282.806,0.0,0
2.4600,-12.832,7.33,282.718,0.0,0
2.4650,-12.832,4.66,282.541,0.0,0
2.4700,-12.920,-10.80,282.629,0.0,0
2.4750,-12.920,-4.79,282.629,0.0,0
2.4800,-12.920,-2.13,282.452,0.0,0
2.4850,-13.008,-10.39,282.098,0.0,0
2.4900,-13.096,-12.50,282.452,0.0,0
2.4950,-13.271,-26.30,282.363,0.0,0
2.5000,-13.535,-42.13,282.275,0.0,0
2.5050,-14.063,-79.17,282.363,0.0,0
2.5100,-14.678,-104.93,282.009,0.0,0
2.5150,-15.117,-94.19,282.541,0.0,0
2.5200,-15.469,-78.49,282.452,0.0,0
2.5250,-15.557,-44.12,282.541,0.0,0
2.5300,-15.645,-30.88,282.186,0.0,0
2.5350,-15.645,-13.70,283.072,0.0,0
2.5400,-15.732,-17.55,282.452,0.0,0
2.5450,-15.820,-20.64,282.629,0.0,0
2.5500,-15.820,-9.16,283.072,0.0,0
2.5550,-15.908,-10.73,282.806,0.0,0
2.5600,-15.820,6.16,282.895,0.0,0
2.5650,-15.732,15.58,282.806,0.0,0
2.5700,-15.732,5.29,282.984,0.0,0
2.5750,-15.732,1.31,282.984,0.0,0
2.5800,-15.820,-10.34,282.363,0.0,0
2.5850,-15.908,-13.88,283.072,0.0,0
2.5900,-15.996,-15.45,283.072,0.0,0
2.5950,-15.908,-0.19,283.338,0.0,0
2.6000,-15.908,-0.08,283.338,0.0,0
2.6050,-15.996,-9.87,283.870,0.0,0
2.6100,-16.084,-15.31,283.338,0.0,0
2.6150,-16.172,-14.69,283.250,0.0,0
2.6210,-16.260,-15.51,283.427,0.0,0
2.6260,-16.260,-6.88,283.604,0.0,0
2.6310,-16.260,-3.05,283.516,0.0,0
2.6360,-16.260,-1.36,283.604,0.0,0
2.6410,-16.348,-11.53,283.781,0.0,0
2.6460,-16.523,-27.27,283.604,0.0,0
2.6510,-16.611,-23.02,283.870,0.0,0
2.6560,-16.699,-19.50,284.136,0.0,0
2.6610,-16.787,-17.94,283.959,0.0,0
2.6660,-16.875,-22.22,283.781,0.0,0
2.6710,-16.875,-11.08,283.693,0.0,0
2.6760,-16.875,-4.92,283.604,0.0,0
2.6810,-16.875,-2.18,284.136,0.0,0
2.6860,-16.875,-0.97,283.959,0.0,0
2.6910,-16.875,-0.43,284.136,0.0,0
2.6960,-16.787,12.67,283.959,0.0,0
2.7010,-16.787,5.62,284.136,0.0,0
2.7060,-16.787,2.49,284.136,0.0,0
2.7110,-16.787,-0.15,284.402,0.0,0
2.7160,-16.875,-11.00,284.402,0.0,0
2.7210,-17.051,-22.47,284.756,0.0,0
2.7260,-17.314,-41.65,284.845,0.0,0
2.7310,-17.490,-38.70,284.934,0.0,0
2.7360,-17.842,-53.87,284.934,0.0,0
2.7410,-18.193,-62.26,285.022,0.0,0
2.7460,-18.545,-62.40,285.111,0.0,0
2.7510,-18.896,-64.40,285.288,0.0,0
2.7560,-19.072,-54.33,285.111,0.0,0
2.7610,-19.072,-24.10,285.111,0.0,0
2.7660,-19.072,-10.70,285.022,0.0,0
2.7710,-18.896,12.85,285.022,0.0,0
2.7760,-18.809,13.59,285.111,0.0,0
2.7810,-18.721,12.70,285.111,0.0,0
2.7860,-18.721,5.63,285.111,0.0,0
2.7910,-18.721,2.50,284.668,0.0,0
2.7960,-18.809,-6.78,284.934,0.0,0
2.8010,-18.721,5.75,285.022,0.0,0
2.8060,-18.721,2.55,285.111,0.0,0
2.8110,-18.633,9.03,285.111,0.0,0
2.8160,-18.633,4.01,285.643,0.0,0
2.8210,-18.545,11.06,285.022,0.0,0
2.8260,-18.545,4.91,285.022,0.0,0
2.8310,-18.457,13.11,285.111,0.0,0
2.8360,-18.457,5.82,284.668,0.0,0
2.8410,-18.369,10.47,284.845,0.0,0
2.8460,-18.369,5.47,284.845,0.0,0
2.8510,-18.369,0.78,284.845,0.0,0
2.8560,-18.369,0.34,284.934,0.0,0
2.8610,-18.369,0.15,284.668,0.0,0
2.8660,-18.369,-2.56,284.668,0.0,0
2.8710,-18.281,6.76,284.490,0.0,0
2.8760,-18.281,3.00,284.579,0.0,0
2.8810,-18.369,-6.57,284.579,0.0,0
2.8870,-18.457,-10.81,284.756,0.0,0
2.8920,-18.457,-2.07,284.225,0.0,0
2.8970,-18.457,0.48,284.845,0.0,0
2.9020,-18.457,0.21,284.845,0.0,0
2.9070,-18.281,17.69,284.845,0.0,0
2.9120,-18.281,7.85,284.490,0.0,0
2.9170,-18.193,14.41,284.668,0.0,0
2.9220,-18.281,-0.28,284.668,0.0,0
2.9270,-18.281,-0.12,284.756,0.0,0
2.9320,-18.281,-0.05,284.668,0.0,0
2.9370,-18.369,-9.32,284.668,0.0,0
2.9420,-18.369,-4.14,284.668,0.0,0
2.9470,-18.457,-14.68,284.756,0.0,0
2.9520,-18.457,-6.52,284.668,0.0,0
2.9570,-18.457,-2.89,284.668,0.0,0
2.9620,-18.545,-10.99,284.668,0.0,0
2.9670,-18.545,-4.87,284.668,0.0,0
2.9720,-18.545,-2.16,284.668,0.0,0
2.9770,-18.457,7.34,284.756,0.0,0
2.9820,-18.545,-7.09,285.111,0.0,0
2.9870,-18.633,-15.99,284.845,0.0,0
2.9920,-18.721,-19.96,284.756,0.0,0
2.9970,-18.809,-18.14,284.490,0.0,0
3.0020,-18.984,-25.23,284.845,0.0,0
3.0070,-19.248,-40.01,284.668,0.0,0
3.0120,-19.512,-47.78,284.756,0.0,0
3.0170,-19.687,-41.96,284.934,0.0,0
3.0220,-19.775,-29.55,284.402,0.0,0
3.0270,-19.863,-28.27,284.579,0.0,0
3.0320,-19.863,-12.55,284.490,0.0,0
3.0370,-19.951,-13.47,284.756,0.0,0
3.0420,-20.039,-18.84,284.756,0.0,0
3.0470,-20.127,-19.29,284.668,0.0,0
3.0520,-20.127,-8.56,284.845,0.0,0
3.0570,-20.215,-11.69,284.579,0.0,0
3.0620,-20.303,-18.04,284.668,0.0,0
3.0670,-20.303,-8.00,284.756,0.0,0
3.0720,-20.391,-13.46,284.845,0.0,0
3.0770,-20.391,-5.97,284.845,0.0,0
3.0820,-20.391,-2.65,284.756,0.0,0
3.0870,-20.215,17.64,284.934,0.0,0
3.0920,-20.039,29.96,284.845,0.0,0
3.0970,-19.863,34.05,284.934,0.0,0
3.1020,-19.687,35.85,284.845,0.0,0
3.1070,-19.512,36.66,284.579,0.0,0
3.1120,-19.336,35.10,284.756,0.0,0
3.1170,-19.160,35.46,284.756,0.0,0
3.1220,-18.984,33.33,284.756,0.0,0
3.1270,-18.721,43.59,284.934,0.0,0
3.1320,-18.633,28.63,285.199,0.0,0
3.1380,-18.457,28.67,285.022,0.0,0
3.1430,-18.281,28.67,285.022,0.0,0
3.1480,-18.105,30.32,285.199,0.0,0
3.1530,-18.018,24.39,285.199,0.0,0
3.1580,-18.018,10.82,285.377,0.0,0
3.1630,-17.930,18.51,285.288,0.0,0
3.1680,-18.018,0.32,285.288,0.0,0
3.1730,-18.105,-7.75,285.288,0.0,0
3.1780,-18.193,-11.33,285.288,0.0,0
3.1830,-18.281,-14.31,285.377,0.0,0
3.1880,-18.369,-19.20,285.465,0.0,0
3.1930,-18.457,-19.45,285.554,0.0,0
3.1980,-18.457,-8.63,285.465,0.0,0
3.2030,-18.545,-13.12,285.377,0.0,0
3.2080,-18.457,2.44,285.377,0.0,0
3.2130,-18.457,1.08,285.643,0.0,0
3.2180,-18.281,20.00,285.643,0.0,0
3.2230,-18.193,19.81,285.465,0.0,0
3.2280,-18.105,19.71,285.643,0.0,0
3.2330,-18.105,8.75,285.554,0.0,0
3.2380,-18.105,3.88,285.731,0.0,0
3.2430,-18.105,1.72,285.820,0.0,0
3.2480,-18.193,-8.94,285.908,0.0,0
3.2530,-18.193,-4.67,285.820,0.0,0
3.2580,-18.281,-11.78,285.908,0.0,0
3.2630,-18.369,-18.07,285.997,0.0,0
3.2680,-18.457,-17.31,286.086,0.0,0
3.2730,-18.281,16.10,286.174,0.0,0
3.2780,-17.930,41.93,286.174,0.0,0
3.2830,-17.578,56.95,286.440,0.0,0
3.2880,-17.139,71.50,286.440,0.0,0
3.2930,-16.699,79.36,286.529,0.0,0
3.2980,-16.348,82.34,286.352,0.0,0
3.3030,-15.908,84.18,286.706,0.0,0
3.3080,-15.645,66.15,286.706,0.0,0
3.3130,-15.293,67.70,286.795,0.0,0
3.3180,-15.205,37.93,286.617,0.0,0
3.3230,-15.117,23.50,286.529,0.0,0
3.3280,-15.205,-0.50,286.440,0.0,0
3.3330,-15.469,-30.67,286.263,0.0,0
3.3380,-15.645,-32.42,286.352,0.0,0
3.3430,-15.820,-39.08,285.908,0.0,0
3.3480,-15.908,-25.24,286.086,0.0,0
3.3530,-16.172,-40.02,286.086,0.0,0
3.3580,-16.348,-39.89,286.174,0.0,0
3.3630,-16.436,-25.59,285.908,0.0,0
3.3680,-16.260,12.43,286.174,0.0,0
3.3730,-15.908,45.25,285.997,0.0,0
3.3780,-15.469,67.72,286.174,0.0,0
3.3830,-14.941,86.97,286.086,0.0,0
3.3890,-14.678,75.40,285.908,0.0,0
3.3940,-14.063,100.61,285.997,0.0,0
3.3990,-13.447,111.10,285.997,0.0,0
3.4040,-12.744,126.98,285.997,0.0,0
3.4090,-12.041,134.01,285.731,0.0,0
3.4140,-11.250,146.85,285.908,0.0,0
3.4190,-10.371,163.99,285.908,0.0,0
3.4240,-9.492,168.03,286.086,0.0,0
3.4290,-8.438,192.00,285.997,0.0,0
3.4340,-7.646,192.99,285.997,0.0,0
3.4390,-6.504,212.58,285.643,0.0,0
3.4440,-5.361,219.66,285.908,0.0,0
3.4490,-4.131,227.51,285.820,0.0,0
3.4540,-2.813,243.89,285.908,0.0,0
3.4590,-1.582,243.23,285.908,0.0,0
3.4640,-0.352,241.54,285.820,0.0,0
3.4690,0.967,248.69,285.820,0.0,0
3.4740,2.197,242.35,285.820,0.0,0
3.4790,3.164,241.40,285.643,0.0,0
3.4840,4.131,211.67,285.731,0.0,0
3.4890,5.273,216.60,285.731,0.0,0
3.4940,6.328,210.21,285.731,0.0,0
3.4990,7.383,207.36,285.820,0.0,0
3.5040,8.525,214.69,285.731,0.0,0
3.5090,9.580,209.36,285.820,0.0,0
3.5140,10.635,204.11,285.731,0.0,0
3.5190,11.602,192.52,285.643,0.0,0
3.5240,12.305,182.34,285.643,0.0,0
3.5290,13.008,156.64,285.377,0.0,0
3.5340,13.887,164.79,285.377,0.0,0
3.5390,14.766,168.38,285.643,0.0,0
3.5440,15.820,187.58,285.643,0.0,0
3.5490,16.875,197.33,285.465,0.0,0
3.5540,17.930,202.34,285.465,0.0,0
3.5590,18.896,195.99,285.643,0.0,0
3.5640,19.863,193.19,285.554,0.0,0
3.5690,20.566,182.66,285.554,0.0,0
3.5740,21.533,185.62,285.377,0.0,0
3.5790,22.500,185.55,285.465,0.0,0
3.5840,23.467,184.27,285.377,0.0,0
3.5890,24.434,183.72,285.377,0.0,0
3.5940,25.312,176.79,285.465,0.0,0
3.5990,26.016,154.91,285.288,0.0,0
3.6040,26.543,125.65,285.554,0.0,0
3.6090,26.982,103.40,285.288,0.0,0
3.6140,27.334,94.88,285.377,0.0,0
3.6190,27.598,70.21,285.288,0.0,0
3.6240,27.949,67.85,285.908,0.0,0
3.6290,28.125,48.94,285.465,0.0,0
3.6340,28.301,39.32,285.288,0.0,0
3.6390,28.477,33.41,285.377,0.0,0
3.6440,28.564,22.71,285.377,0.0,0
3.6490,28.652,19.36,285.288,0.0,0
3.6550,28.652,8.59,285.288,0.0,0
3.6600,28.652,4.48,285.377,0.0,0
3.6650,28.740,8.66,285.377,0.0,0
3.6700,28.652,-7.08,285.377,0.0,0
3.6750,28.301,-42.89,285.377,0.0,0
3.6800,27.861,-66.66,285.199,0.0,0
3.6850,27.510,-64.36,286.174,0.0,0
3.6900,27.246,-57.38,285.288,0.0,0
3.6950,26.895,-68.34,285.199,0.0,0
3.7000,26.367,-92.23,285.377,0.0,0
3.7050,25.928,-99.99,285.377,0.0,0
3.7100,25.488,-90.38,285.288,0.0,0
3.7150,25.049,-85.82,285.377,0.0,0
3.7200,24.521,-96.65,285.111,0.0,0
3.7250,23.818,-122.20,285.288,0.0,0
3.7300,23.203,-124.02,285.288,0.0,0
3.7350,22.588,-123.41,285.377,0.0,0
3.7400,22.061,-113.32,285.377,0.0,0
3.7450,21.533,-104.58,285.199,0.0,0
3.7500,20.918,-125.50,285.288,0.0,0
3.7550,20.215,-130.22,285.465,0.0,0
3.7600,19.336,-153.07,285.377,0.0,0
3.7650,18.545,-156.54,285.377,0.0,0
3.7700,17.842,-147.12,285.465,0.0,0
3.7750,16.963,-160.55,285.377,0.0,0
3.7800,15.996,-179.38,285.377,0.0,0
3.7850,15.029,-184.14,285.288,0.0,0
3.7900,14.063,-186.82,285.377,0.0,0
3.7950,13.447,-170.07,285.377,0.0,0
3.8000,12.568,-166.47,285.643,0.0,0
3.8050,11.514,-189.90,285.199,0.0,0
3.8100,10.371,-211.21,284.934,0.0,0
3.8150,8.965,-249.51,285.288,0.0,0
3.8200,7.471,-273.82,285.377,0.0,0
3.8250,5.801,-299.21,285.465,0.0,0
3.8300,4.131,-310.44,285.377,0.0,0
3.8350,2.637,-300.16,285.288,0.0,0
3.8400,1.846,-247.81,285.377,0.0,0
3.8450,1.143,-181.45,285.643,0.0,0
3.8500,0.527,-145.75,285.465,0.0,0
3.8550,-0.352,-159.94,285.377,0.0,0
3.8600,-1.494,-193.12,285.377,0.0,0
3.8650,-2.549,-196.94,285.731,0.0,0
3.8700,-3.252,-160.52,284.845,0.0,0
3.8750,-3.867,-136.46,285.731,0.0,0
3.8800,-4.658,-147.92,285.554,0.0,0
3.8850,-5.449,-169.98,285.554,0.0,0
3.8900,-6.328,-170.71,285.465,0.0,0
3.8950,-7.031,-148.88,285.377,0.0,0
3.9000,-7.559,-120.37,285.377,0.0,0
3.9060,-7.910,-94.38,285.554,0.0,0
3.9110,-8.350,-89.51,285.377,0.0,0
3.9160,-8.789,-87.36,285.465,0.0,0
3.9210,-9.229,-86.40,285.643,0.0,0
3.9260,-9.668,-85.97,285.643,0.0,0
3.9310,-9.844,-65.09,285.643,0.0,0
3.9360,-10.283,-75.31,285.643,0.0,0
3.9410,-10.635,-73.15,285.731,0.0,0
3.9460,-10.986,-69.18,285.731,0.0,0
3.9510,-11.338,-67.40,285.731,0.0,0
3.9560,-11.602,-58.73,285.643,0.0,0
3.9610,-11.777,-42.01,285.731,0.0,0
3.9660,-12.129,-57.00,285.554,0.0,0
3.9710,-12.305,-44.11,285.554,0.0,0
3.9760,-12.568,-54.65,285.554,0.0,0
3.9810,-12.832,-54.70,285.643,0.0,0
3.9860,-13.008,-43.08,285.731,0.0,0
3.9910,-13.271,-47.92,285.820,0.0,0
3.9960,-13.447,-40.07,285.465,0.0,0
4.0010,-13.623,-38.53,285.643,0.0,0
4.0060,-13.711,-26.38,285.643,0.0,0
4.0110,-13.887,-27.67,285.820,0.0,0
4.0160,-14.063,-28.23,285.908,0.0,0
4.0210,-14.238,-36.87,285.643,0.0,0
4.0260,-14.326,-25.65,285.731,0.0,0
4.0310,-14.502,-27.34,285.820,0.0,0
4.0360,-14.678,-29.73,285.731,0.0,0
4.0410,-14.766,-24.12,285.731,0.0,0
4.0460,-14.766,-10.70,285.731,0.0,0
4.0510,-14.854,-11.42,285.022,0.0,0
4.0560,-14.854,-5.07,285.820,0.0,0
4.0610,-14.854,-2.25,285.731,0.0,0
4.0660,-14.854,-1.17,285.554,0.0,0
4.0710,-14.766,6.15,285.820,0.0,0
4.0760,-14.678,13.65,285.731,0.0,0
4.0810,-14.678,6.06,285.643,0.0,0
4.0860,-14.678,2.69,285.643,0.0,0
4.0910,-14.590,10.48,285.820,0.0,0
4.0960,-14.590,4.65,285.465,0.0,0
4.1010,-14.502,8.73,285.820,0.0,0
4.1060,-14.326,23.40,285.731,0.0,0
4.1110,-14.238,25.08,285.820,0.0,0
4.1160,-14.150,20.42,285.820,0.0,0
4.1210,-13.975,28.58,285.643,0.0,0
4.1260,-13.799,30.28,285.465,0.0,0
4.1310,-13.535,38.92,285.820,0.0,0
4.1360,-13.271,42.77,285.731,0.0,0
4.1410,-12.920,58.73,285.731,0.0,0
4.1460,-12.656,56.09,285.731,0.0,0
4.1510,-12.217,72.52,284.402,0.0,0
4.1570,-11.865,78.78,285.731,0.0,0
4.1620,-11.426,82.60,285.731,0.0,0
4.1670,-10.811,100.24,285.643,0.0,0
4.1720,-10.020,131.85,285.554,0.0,0
4.1770,-9.404,124.96,285.908,0.0,0
4.1820,-8.701,134.76,285.643,0.0,0
4.1870,-8.086,128.19,285.643,0.0,0
4.1920,-7.471,125.26,285.643,0.0,0
4.1970,-6.855,120.81,285.554,0.0,0
4.2020,-6.240,133.98,285.554,0.0,0
4.2070,-5.537,137.53,285.731,0.0,0
4.2120,-4.746,147.02,285.643,0.0,0
4.2170,-3.867,160.50,285.643,0.0,0
4.2220,-2.900,179.37,285.377,0.0,0
4.2270,-2.021,177.47,285.465,0.0,0
4.2320,-1.143,174.03,285.643,0.0,0
4.2370,-0.264,172.49,285.908,0.0,0
4.2420,0.703,184.65,285.554,0.0,0
4.2470,1.494,191.07,285.465,0.0,0
4.2520,2.549,198.89,285.554,0.0,0
4.2570,3.604,199.50,285.465,0.0,0
4.2620,4.570,190.46,285.554,0.0,0
4.2670,5.537,190.71,285.643,0.0,0
4.2720,6.504,187.79,285.554,0.0,0
4.2770,7.559,196.19,285.199,0.0,0
4.2820,8.613,203.10,285.377,0.0,0
4.2870,9.668,202.98,285.377,0.0,0
4.2920,10.547,208.02,285.377,0.0,0
4.2970,11.602,208.35,285.554,0.0,0
4.3020,12.656,205.31,285.465,0.0,0
4.3070,13.711,205.22,285.199,0.0,0
4.3120,14.678,197.25,285.199,0.0,0
4.3170,15.645,190.69,284.934,0.0,0
4.3220,16.699,200.65,285.288,0.0,0
4.3270,17.666,197.15,285.465,0.0,0
4.3320,18.633,192.06,285.377,0.0,0
4.3370,19.424,191.39,285.111,0.0,0
4.3420,20.391,186.88,285.111,0.0,0
4.3470,21.357,182.94,285.377,0.0,0
4.3520,22.236,176.46,285.111,0.0,0
4.3570,23.027,162.66,284.756,0.0,0
4.3620,23.730,149.85,285.288,0.0,0
4.3670,24.346,134.87,285.288,0.0,0
4.3720,24.873,115.38,285.377,0.0,0
4.3770,25.488,118.37,285.111,0.0,0
4.3820,25.840,102.71,285.199,0.0,0
4.3870,26.367,101.11,285.199,0.0,0
4.3920,26.807,92.50,285.111,0.0,0
4.3970,27.070,69.15,284.934,0.0,0
4.4020,27.334,56.18,285.111,0.0,0
4.4070,27.510,42.54,284.934,0.0,0
4.4120,27.598,26.76,284.668,0.0,0
4.4170,27.773,34.02,285.288,0.0,0
4.4230,27.861,27.23,285.199,0.0,0
4.4280,27.949,27.06,285.022,0.0,0
4.4330,27.861,1.09,285.288,0.0,0
4.4380,27.773,-8.80,285.199,0.0,0
4.4430,27.598,-23.42,285.199,0.0,0
4.4480,27.510,-23.26,285.111,0.0,0
4.4530,27.422,-21.25,285.111,0.0,0
4.4580,27.246,-30.18,285.288,0.0,0
4.4630,26.895,-51.74,285.022,0.0,0
4.4680,26.631,-52.99,285.111,0.0,0
4.4730,26.367,-55.73,285.111,0.0,0
4.4780,26.104,-51.63,285.111,0.0,0
4.4830,25.664,-70.55,285.022,0.0,0
4.4880,25.312,-72.27,285.022,0.0,0
4.4930,24.873,-79.71,285.111,0.0,0
4.4980,24.346,-95.85,285.199,0.0,0
4.5030,23.906,-90.18,285.199,0.0,0
4.5080,23.467,-87.65,285.288,0.0,0
4.5130,22.939,-94.42,285.554,0.0,0
4.5180,22.500,-101.13,285.199,0.0,0
4.5230,21.885,-112.72,284.934,0.0,0
4.5280,21.094,-136.01,285.199,0.0,0
4.5330,20.303,-144.68,285.199,0.0,0
4.5380,19.512,-150.19,285.465,0.0,0
4.5430,18.809,-141.17,285.199,0.0,0
4.5480,17.930,-159.85,285.022,0.0,0
4.5530,17.051,-167.84,285.554,0.0,0
4.5580,16.084,-177.65,285.199,0.0,0
4.5630,15.293,-187.44,285.199,0.0,0
4.5680,14.414,-178.44,285.288,0.0,0
4.5730,13.535,-174.46,285.111,0.0,0
4.5780,12.568,-185.52,285.288,0.0,0
4.5830,11.602,-186.90,284.668,0.0,0
4.5880,10.547,-197.05,285.022,0.0,0
4.5930,9.492,-204.86,284.934,0.0,0
4.5980,8.350,-216.65,285.199,0.0,0
4.6030,7.031,-241.66,285.022,0.0,0
4.6080,5.889,-261.78,285.377,0.0,0
4.6130,4.395,-276.24,285.111,0.0,0
4.6180,2.900,-286.25,284.934,0.0,0
4.6230,1.670,-258.98,285.199,0.0,0
4.6280,0.703,-219.49,285.288,0.0,0
4.6330,-0.088,-183.38,284.934,0.0,0
4.6380,-0.879,-167.35,285.199,0.0,0
4.6430,-1.846,-178.80,285.288,0.0,0
4.6480,-2.900,-190.59,285.288,0.0,0
4.6530,-3.779,-202.04,285.288,0.0,0
4.6580,-4.482,-162.78,285.199,0.0,0
4.6630,-5.010,-126.54,285.465,0.0,0
4.6680,-5.625,-124.53,285.288,0.0,0
4.6730,-6.240,-123.66,285.022,0.0,0
4.6790,-7.031,-139.22,285.820,0.0,0
4.6840,-7.734,-134.91,285.377,0.0,0
4.6890,-8.174,-107.50,285.199,0.0,0
4.6940,-8.525,-81.25,285.022,0.0,0
4.6990,-8.877,-83.35,285.820,0.0,0
4.7040,-9.316,-84.61,285.377,0.0,0
4.7090,-9.844,-91.85,285.199,0.0,0
4.7140,-10.195,-80.50,285.377,0.0,0
4.7190,-10.547,-72.43,285.465,0.0,0
4.7240,-10.811,-59.56,285.554,0.0,0
4.7290,-10.986,-44.03,285.377,0.0,0
4.7340,-11.162,-38.35,285.377,0.0,0
4.7390,-11.338,-34.21,285.377,0.0,0
4.7440,-11.514,-36.62,285.288,0.0,0
4.7490,-11.777,-45.08,285.554,0.0,0
4.7540,-12.041,-48.81,285.377,0.0,0
4.7590,-12.217,-42.42,285.643,0.0,0
4.7640,-12.393,-37.64,285.465,0.0,0
4.7690,-12.656,-45.51,285.465,0.0,0
4.7740,-12.832,-40.95,285.554,0.0,0
4.7790,-12.920,-27.45,285.554,0.0,0
4.7840,-13.096,-31.71,285.554,0.0,0
4.7890,-13.096,-16.55,285.643,0.0,0
4.7940,-13.271,-26.88,285.288,0.0,0
4.7990,-13.359,-22.86,285.465,0.0,0
