# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-132.98
# idle,pivot_deg,-7.12
# idle,pivot_deg,36.30
# idle,pivot_deg,33.31
# idle,pivot_deg,35.77
# idle,pivot_deg,36.30
# idle,pivot_deg,36.04
# > o
# ok,pivot zeroed
# idle,pivot_deg,0.35
# idle,pivot_deg,1.58
# idle,pivot_deg,1.93
# idle,pivot_deg,1.32
# idle,pivot_deg,0.97
# > q 180

#BEGIN
# test,yquiet
# nominal_deg,180.0
# sample_hz,200
# action,do not touch the arm
t_s,pivot_deg,wheel_deg
4.0300,2.988,248.685
4.0350,2.900,248.597
4.0400,2.900,248.331
4.0450,2.900,248.508
4.0500,2.900,248.685
4.0550,2.900,248.508
4.0600,2.900,248.685
4.0650,2.988,248.863
4.0700,3.076,248.242
4.0750,3.076,249.040
4.0800,3.076,248.774
4.0850,3.076,248.685
4.0900,3.164,248.685
4.0950,3.076,248.597
4.1000,3.076,248.508
4.1050,2.988,248.863
4.1100,2.988,248.597
4.1150,2.900,248.508
4.1200,2.900,248.774
4.1250,2.900,248.508
4.1300,2.900,248.685
4.1350,2.900,248.508
4.1400,2.988,248.597
4.1450,2.988,248.419
4.1500,3.076,248.508
4.1550,2.988,248.597
4.1600,3.076,248.597
4.1650,2.988,249.129
4.1700,2.988,248.508
4.1750,3.076,248.331
4.1800,3.076,248.774
4.1850,3.076,248.685
4.1900,3.076,248.685
4.1950,3.076,248.508
4.2000,3.076,248.508
4.2050,3.076,248.951
4.2100,3.076,248.331
4.2150,3.076,248.597
4.2200,2.988,248.597
4.2250,2.900,249.217
4.2300,2.900,248.685
4.2350,2.900,248.242
4.2400,2.900,248.508
4.2450,2.900,248.774
4.2500,2.900,248.331
4.2550,2.900,248.685
4.2600,2.813,248.331
4.2650,2.900,248.685
4.2700,2.900,248.331
4.2750,2.900,248.685
4.2800,2.988,248.508
4.2850,2.988,248.774
4.2900,2.988,248.597
4.2950,3.076,248.508
4.3000,3.076,248.508
4.3050,3.164,248.597
4.3100,3.164,248.597
4.3150,3.252,248.508
4.3200,3.252,248.685
4.3250,3.252,248.508
4.3300,3.164,248.597
4.3350,3.252,248.597
4.3400,3.252,248.508
4.3450,3.252,248.951
4.3500,3.164,248.685
4.3550,3.164,248.331
4.3600,3.164,248.508
4.3650,3.252,248.685
4.3700,3.340,248.508
4.3750,3.428,248.951
4.3800,3.428,248.419
4.3850,3.428,248.685
4.3900,3.428,248.685
4.3950,3.428,248.508
4.4000,3.428,248.508
4.4050,3.516,248.597
4.4100,3.516,248.597
4.4150,3.516,248.597
4.4200,3.428,248.331
4.4250,3.340,248.419
4.4300,3.252,248.597
4.4350,3.340,248.863
4.4400,3.252,248.331
4.4450,3.252,249.040
4.4500,3.252,248.685
4.4550,3.252,248.597
4.4600,3.076,248.685
4.4650,3.076,248.685
4.4700,3.076,248.597
4.4750,3.164,248.597
4.4800,3.164,248.597
4.4850,3.076,248.863
4.4900,3.076,248.774
4.4950,3.076,248.242
4.5000,2.988,248.597
4.5050,2.988,248.685
4.5100,2.988,248.508
4.5150,2.988,248.065
4.5200,2.988,248.508
4.5250,3.076,248.419
4.5300,3.076,248.774
4.5350,3.076,248.508
4.5400,3.076,248.597
4.5450,3.252,248.774
4.5500,3.252,248.774
4.5550,3.252,248.331
4.5600,3.252,248.508
4.5650,3.164,248.419
4.5700,3.252,248.774
4.5750,3.252,248.508
4.5800,3.252,248.863
4.5850,3.252,248.774
4.5900,3.164,248.508
4.5950,3.076,248.685
4.6000,3.076,248.242
4.6050,3.076,248.774
4.6100,3.076,248.597
4.6150,3.164,248.685
4.6200,3.164,248.419
4.6250,3.164,248.774
4.6300,3.164,248.597
4.6350,3.164,248.508
4.6400,3.252,248.774
4.6450,3.340,248.508
4.6500,3.340,248.685
4.6550,3.252,248.597
4.6600,3.164,248.774
4.6650,3.164,248.508
4.6700,3.164,248.597
4.6750,3.076,248.685
4.6800,3.164,249.040
4.6850,3.164,248.331
4.6900,3.076,248.508
4.6950,3.076,248.685
4.7000,2.988,248.685
4.7050,2.988,248.597
4.7100,2.988,248.508
4.7150,3.076,248.597
4.7200,3.076,248.597
4.7250,3.076,249.306
4.7300,3.076,248.774
4.7350,3.076,248.597
4.7400,3.164,248.863
4.7450,3.252,248.508
4.7500,3.252,248.685
4.7550,3.252,248.774
4.7600,3.252,248.685
4.7650,3.164,248.597
4.7700,3.164,248.774
4.7750,3.164,248.685
4.7800,3.252,248.597
4.7850,3.252,248.508
4.7900,3.252,248.774
4.7950,3.252,248.685
4.8000,3.164,248.863
4.8050,3.164,249.217
4.8100,3.164,248.597
4.8150,3.164,248.508
4.8200,3.164,248.685
4.8250,3.164,248.863
4.8300,3.076,248.597
4.8350,3.076,248.597
4.8400,2.988,248.685
4.8450,2.988,248.597
4.8500,2.988,248.597
4.8550,2.988,248.774
4.8600,3.076,248.597
4.8650,3.164,248.685
4.8700,3.164,248.685
4.8750,3.164,248.685
4.8800,3.164,248.508
4.8850,3.164,248.508
4.8900,3.164,248.685
4.8950,3.164,248.508
4.9000,3.252,248.597
4.9050,3.252,248.508
4.9100,3.252,248.331
4.9150,3.252,248.597
4.9200,3.340,248.774
4.9250,3.340,248.685
4.9300,3.340,248.242
4.9350,3.340,248.685
4.9400,3.164,248.508
4.9450,3.164,248.685
4.9500,3.076,248.508
4.9550,2.900,248.685
4.9600,2.900,248.065
4.9650,2.900,247.976
4.9700,2.813,248.597
4.9750,2.813,248.508
4.9800,2.813,248.508
4.9850,2.813,248.597
4.9900,2.813,248.774
4.9950,2.988,248.508
5.0000,2.988,248.597
5.0050,3.076,248.774
5.0100,3.076,248.685
5.0150,3.076,248.685
5.0200,3.164,248.242
5.0250,3.164,248.597
5.0300,3.252,248.774
5.0350,3.340,248.597
5.0400,3.252,248.774
5.0450,3.164,249.306
5.0500,3.076,248.685
5.0550,2.988,248.597
5.0600,2.900,248.419
5.0650,2.900,248.774
5.0700,2.813,248.508
5.0750,2.813,248.419
5.0800,2.813,248.774
5.0850,2.813,248.774
5.0900,2.813,248.508
5.0950,2.900,248.508
5.1000,2.988,248.685
5.1050,2.988,248.419
5.1100,2.988,248.597
5.1150,2.900,248.685
5.1200,2.988,248.508
5.1250,2.900,248.597
5.1300,2.988,248.597
5.1350,2.988,248.508
5.1400,3.076,248.685
5.1450,3.076,248.597
5.1500,3.076,248.597
5.1550,3.164,248.774
5.1600,3.164,248.597
5.1650,3.252,248.597
5.1700,3.340,248.597
5.1750,3.340,248.508
5.1800,3.340,248.685
5.1850,3.340,248.597
5.1900,3.340,248.508
5.1950,3.340,248.774
5.2000,3.340,248.685
5.2050,3.340,248.508
5.2100,3.340,248.597
5.2150,3.252,248.331
5.2200,3.252,248.685
5.2250,3.164,248.685
5.2300,3.076,248.597
5.2350,2.988,248.419
5.2400,2.988,248.685
5.2450,2.900,248.685
5.2500,2.900,248.685
5.2550,2.900,248.685
5.2600,2.900,248.685
5.2650,2.988,249.217
5.2700,2.900,248.597
5.2750,2.900,248.597
5.2800,2.900,248.863
5.2850,2.900,248.685
5.2900,2.900,248.685
5.2950,2.900,248.774
5.3000,2.900,248.331
5.3050,2.900,248.597
5.3100,2.813,248.597
5.3150,2.813,248.508
5.3200,2.813,248.508
5.3250,2.813,248.242
5.3300,2.813,248.597
5.3350,2.813,248.419
5.3400,2.813,248.597
5.3450,2.725,249.217
5.3500,2.725,248.597
5.3550,2.637,248.597
5.3600,2.725,248.685
5.3650,2.725,248.774
5.3700,2.725,248.419
5.3750,2.725,248.597
5.3800,2.813,248.508
5.3850,2.900,248.597
5.3900,2.988,248.419
5.3950,3.076,248.597
5.4000,3.076,248.597
5.4050,3.076,249.217
5.4100,3.076,248.685
5.4150,3.076,248.774
5.4200,3.076,248.508
5.4250,3.076,248.863
5.4300,3.076,248.597
5.4350,2.988,248.863
5.4400,3.076,248.597
5.4450,2.988,248.508
5.4500,2.988,248.508
5.4550,2.988,248.951
5.4600,2.988,248.065
5.4650,2.988,248.597
5.4700,2.988,248.685
5.4750,2.988,248.597
5.4800,2.988,248.685
5.4850,2.988,248.685
5.4900,2.988,248.508
5.4950,2.988,248.685
5.5000,3.076,248.508
5.5050,3.076,249.394
5.5100,2.988,248.508
5.5150,2.988,248.508
5.5200,2.988,248.508
5.5250,3.076,248.685
5.5300,3.076,248.597
5.5350,3.076,248.597
5.5400,3.076,248.774
5.5450,3.076,248.597
5.5500,3.164,248.597
5.5550,3.164,248.597
5.5600,3.164,248.508
5.5650,3.164,248.774
5.5700,3.164,248.597
5.5750,3.164,248.685
5.5800,3.076,248.597
5.5850,2.988,248.597
5.5900,3.076,248.774
5.5950,3.076,248.419
5.6000,3.076,249.040
5.6050,3.076,248.685
5.6100,3.076,248.331
5.6150,3.076,248.685
5.6200,3.076,248.774
5.6250,3.076,247.888
5.6300,3.076,248.331
5.6350,2.988,248.863
5.6400,2.988,248.863
5.6450,2.900,248.508
5.6500,2.813,248.597
5.6550,2.813,248.774
5.6600,2.813,249.306
5.6650,2.813,248.597
5.6700,2.813,248.685
5.6750,2.900,248.685
5.6800,2.813,248.774
5.6850,2.813,248.685
5.6900,2.813,248.774
5.6950,2.900,248.597
5.7000,2.988,248.597
5.7050,2.988,248.685
5.7100,2.988,248.685
5.7150,2.988,248.419
5.7200,2.988,248.508
5.7250,3.076,249.129
5.7300,3.076,248.419
5.7350,3.164,248.508
5.7400,3.164,248.597
5.7450,3.076,248.597
5.7500,3.164,247.976
5.7550,3.076,248.685
5.7600,3.164,248.685
5.7650,3.164,248.508
5.7700,3.164,248.774
5.7750,3.252,248.597
5.7800,3.252,248.863
5.7850,3.252,248.331
5.7900,3.252,248.508
5.7950,3.340,248.508
5.8000,3.252,248.774
5.8050,3.340,248.597
5.8100,3.340,248.685
5.8150,3.340,248.331
5.8200,3.252,248.508
5.8250,3.164,248.508
5.8300,3.164,248.597
5.8350,3.164,248.685
5.8400,3.076,248.508
5.8450,3.076,248.419
5.8500,3.076,248.685
5.8550,3.076,248.685
5.8600,3.076,248.597
5.8650,3.076,248.508
5.8700,3.076,248.685
5.8750,3.076,248.597
5.8800,3.164,248.597
5.8850,3.164,248.685
5.8900,3.252,248.508
5.8950,3.252,248.774
5.9000,3.340,248.242
5.9050,3.428,248.685
5.9100,3.428,248.508
5.9150,3.516,248.065
5.9200,3.428,248.685
5.9250,3.428,248.774
5.9300,3.428,248.508
5.9350,3.428,248.597
5.9400,3.428,248.685
5.9450,3.428,248.685
5.9500,3.340,248.685
5.9550,3.340,248.508
5.9600,3.340,248.685
5.9650,3.340,249.129
5.9700,3.340,248.508
5.9750,3.340,248.597
5.9800,3.340,248.508
5.9850,3.340,248.597
5.9900,3.340,248.685
5.9950,3.428,248.508
6.0000,3.428,248.331
6.0050,3.428,248.597
6.0100,3.428,248.508
6.0150,3.516,248.508
6.0200,3.516,248.774
6.0250,3.516,248.597
6.0300,3.516,248.597
6.0350,3.516,249.129
6.0400,3.516,248.597
6.0450,3.428,248.863
6.0500,3.428,248.419
6.0550,3.428,248.331
6.0600,3.428,248.774
6.0650,3.428,248.508
6.0700,3.428,248.508
6.0750,3.428,248.508
6.0800,3.340,248.508
6.0850,3.428,248.419
6.0900,3.428,248.597
6.0950,3.428,248.331
6.1000,3.428,248.508
6.1050,3.340,248.508
6.1100,3.340,248.597
6.1150,3.252,248.597
6.1200,3.252,248.774
6.1250,3.164,248.685
6.1300,3.252,248.508
6.1350,3.252,248.774
6.1400,3.252,248.508
6.1450,3.252,248.685
6.1500,3.164,248.597
6.1550,3.164,248.508
6.1600,3.164,248.508
6.1650,3.164,248.774
6.1700,3.164,248.154
6.1750,3.252,248.597
6.1800,3.252,248.419
6.1850,3.252,248.508
6.1900,3.252,248.685
6.1950,3.340,248.242
6.2000,3.340,248.508
6.2050,3.428,249.217
6.2100,3.340,248.419
6.2150,3.252,248.685
6.2200,3.252,248.242
6.2250,3.252,248.597
6.2300,3.164,248.508
6.2350,3.164,249.306
6.2400,3.164,248.863
6.2450,3.164,248.685
6.2500,3.164,248.508
6.2550,3.164,248.508
6.2600,3.164,248.597
6.2650,3.164,249.040
6.2700,3.164,248.685
6.2750,3.164,248.508
6.2800,3.164,248.597
6.2850,3.252,248.685
6.2900,3.340,248.508
6.2950,3.340,248.685
6.3000,3.340,248.242
6.3050,3.428,248.508
6.3100,3.428,248.951
6.3150,3.340,247.710
6.3200,3.340,248.774
6.3250,3.252,248.242
6.3300,3.164,248.685
6.3350,3.164,248.774
6.3400,3.076,248.597
6.3450,2.988,248.597
6.3500,3.076,248.863
6.3550,3.076,248.951
6.3600,3.076,248.774
6.3650,3.164,248.065
6.3700,3.164,248.154
6.3750,3.164,248.597
6.3800,3.164,248.597
6.3850,3.252,248.597
6.3900,3.252,249.040
6.3950,3.252,248.951
6.4000,3.164,248.685
6.4050,3.164,248.685
6.4100,3.164,248.685
6.4150,3.164,248.508
6.4200,3.252,248.419
6.4250,3.252,248.685
6.4300,3.252,248.597
6.4350,3.252,248.597
6.4400,3.164,248.154
6.4450,3.076,248.685
6.4500,3.164,248.685
6.4550,3.164,248.508
6.4600,3.164,248.597
6.4650,3.164,249.040
6.4700,3.164,248.774
6.4750,3.164,248.774
6.4800,3.164,248.597
6.4850,3.252,248.597
6.4900,3.340,248.508
6.4950,3.252,249.040
6.5000,3.252,248.774
6.5050,3.164,248.508
6.5100,3.076,248.597
6.5150,3.164,248.597
6.5200,3.164,248.597
6.5250,3.164,248.508
6.5300,3.164,248.597
6.5350,3.164,248.685
6.5400,3.164,248.597
6.5450,3.252,248.774
6.5500,3.252,248.597
6.5550,3.340,248.774
6.5600,3.340,248.508
6.5650,3.340,248.597
6.5700,3.252,248.419
6.5750,3.164,248.242
6.5800,3.164,248.685
6.5850,3.252,249.217
6.5900,3.252,248.508
6.5950,3.252,248.508
6.6000,3.164,248.508
6.6050,3.164,248.508
6.6100,3.076,248.774
6.6150,3.164,248.774
6.6200,3.164,248.597
6.6250,3.164,248.597
6.6300,3.164,248.419
6.6350,3.164,248.685
6.6400,3.164,248.065
6.6450,3.076,248.419
6.6500,3.164,248.331
6.6550,3.164,248.597
6.6600,3.164,248.508
6.6650,3.164,248.685
6.6700,3.164,248.774
6.6750,3.076,248.597
6.6800,3.164,248.597
6.6850,3.164,248.685
6.6900,3.252,248.508
6.6950,3.252,248.508
6.7000,3.164,248.597
6.7050,3.164,248.597
6.7100,3.076,248.597
6.7150,3.076,248.508
6.7200,3.076,248.508
6.7250,3.076,248.774
6.7300,3.076,248.685
6.7350,2.988,248.597
6.7400,2.988,248.685
6.7450,2.900,248.597
6.7500,2.988,248.508
6.7550,3.164,248.419
6.7600,3.252,248.508
6.7650,3.164,248.419
6.7700,3.164,248.419
6.7750,3.252,248.508
6.7800,3.340,248.597
6.7850,3.340,248.597
6.7900,3.340,248.597
6.7950,3.428,248.685
6.8000,3.340,248.419
6.8050,3.252,248.597
6.8100,3.252,248.685
6.8150,3.164,248.685
6.8200,3.164,248.508
6.8250,3.252,248.154
6.8300,3.164,248.685
6.8350,3.076,248.685
6.8400,3.076,248.508
6.8450,3.076,248.685
6.8500,3.076,248.774
6.8550,3.076,248.508
6.8600,3.076,248.419
6.8650,3.076,248.685
6.8700,3.076,248.508
6.8750,3.076,249.040
6.8800,2.988,248.331
6.8850,3.164,248.597
6.8900,3.164,248.597
6.8950,3.252,248.331
6.9000,3.252,248.597
6.9050,3.252,248.685
6.9100,3.164,249.217
6.9150,3.164,248.597
6.9200,3.252,248.597
6.9250,3.252,248.508
6.9300,3.252,248.685
6.9350,3.164,248.685
6.9400,3.164,248.685
6.9450,3.076,248.685
6.9500,3.076,248.597
6.9550,3.076,248.419
6.9600,3.076,248.685
6.9650,3.076,248.242
6.9700,2.988,248.597
6.9750,2.988,248.508
6.9800,2.988,248.597
6.9850,2.988,248.508
6.9900,3.076,248.154
6.9950,3.164,248.774
7.0000,3.164,248.419
7.0050,3.164,248.597
7.0100,3.164,248.508
7.0150,3.164,249.217
7.0200,3.164,248.508
7.0250,3.164,248.508
7.0300,3.164,248.685
7.0350,3.252,248.685
7.0400,3.164,248.774
7.0450,3.164,248.597
7.0500,3.164,248.154
7.0550,3.164,248.863
7.0600,3.164,248.597
7.0650,3.164,248.508
7.0700,3.164,248.597
7.0750,3.164,248.685
7.0800,3.076,248.331
7.0850,3.076,248.597
7.0900,3.164,248.065
7.0950,3.164,248.419
7.1000,3.164,248.419
7.1050,3.164,248.154
7.1100,3.164,248.597
7.1150,3.164,248.774
7.1200,3.252,247.976
7.1250,3.340,248.685
7.1300,3.340,248.508
7.1350,3.428,248.508
7.1400,3.428,249.394
7.1450,3.428,248.508
7.1500,3.516,248.597
7.1550,3.604,248.508
7.1600,3.604,248.508
7.1650,3.691,248.685
7.1700,3.691,249.040
7.1750,3.604,248.419
7.1800,3.604,248.508
7.1850,3.604,248.685
7.1900,3.516,248.419
7.1950,3.428,248.685
7.2000,3.340,248.774
7.2050,3.164,248.685
7.2100,3.076,248.508
7.2150,2.988,248.685
7.2200,2.900,248.951
7.2250,2.813,248.597
7.2300,2.725,249.040
7.2350,2.725,248.508
7.2400,2.637,248.508
7.2450,2.549,248.597
7.2500,2.549,248.508
7.2550,2.549,248.419
7.2600,2.461,248.685
7.2650,2.637,248.331
7.2700,2.549,248.863
7.2750,2.549,248.685
7.2800,2.549,248.597
7.2850,2.637,248.508
7.2900,2.637,248.508
7.2950,2.637,248.597
7.3000,2.637,248.863
7.3050,2.725,248.597
7.3100,2.725,248.419
7.3150,2.725,248.685
7.3200,2.725,248.065
7.3250,2.725,248.597
7.3300,2.813,248.508
7.3350,2.813,248.597
7.3400,2.813,249.040
7.3450,2.813,248.597
7.3500,2.900,248.508
7.3550,2.900,248.508
7.3600,2.900,248.597
7.3650,2.988,248.685
7.3700,2.988,248.597
7.3750,2.988,248.331
7.3800,2.988,248.597
7.3850,2.900,248.863
7.3900,2.900,248.597
7.3950,2.900,248.597
7.4000,2.900,248.774
7.4050,2.900,248.685
7.4100,2.900,248.508
7.4150,2.900,248.597
7.4200,2.900,247.799
7.4250,2.900,248.685
7.4300,3.076,248.508
7.4350,2.988,248.597
7.4400,2.988,248.951
7.4450,2.988,248.508
7.4500,2.988,248.331
7.4550,2.988,248.597
7.4600,3.076,248.508
7.4650,3.076,248.863
7.4700,3.076,248.597
7.4750,2.988,248.242
7.4800,2.988,248.685
7.4850,2.988,248.597
7.4900,3.076,248.508
7.4950,3.252,248.685
7.5000,3.252,248.154
7.5050,3.252,248.774
7.5100,3.164,248.774
7.5150,3.076,248.685
7.5200,3.164,248.597
7.5250,3.164,248.508
7.5300,3.164,248.597
7.5350,3.252,248.242
7.5400,3.164,247.976
7.5450,3.076,248.685
7.5500,3.164,248.419
7.5550,3.164,247.976
7.5600,3.252,248.597
7.5650,3.340,248.685
7.5700,3.340,248.508
7.5750,3.340,248.774
7.5800,3.340,248.597
7.5850,3.428,248.597
7.5900,3.428,248.597
7.5950,3.428,248.774
7.6000,3.428,248.597
7.6050,3.340,248.508
7.6100,3.340,248.597
7.6150,3.252,248.508
7.6200,3.252,248.597
7.6250,3.252,247.976
7.6300,3.164,248.597
7.6350,3.164,248.508
7.6400,3.076,248.685
7.6450,3.076,248.597
7.6500,3.164,248.597
7.6550,3.252,248.597
7.6600,3.340,248.685
7.6650,3.340,248.419
7.6700,3.428,248.685
7.6750,3.428,248.951
7.6800,3.428,248.508
7.6850,3.340,248.508
7.6900,3.428,248.951
7.6950,3.340,248.508
7.7000,3.340,248.685
7.7050,3.340,248.597
7.7100,3.252,248.597
7.7150,3.252,248.508
7.7200,3.252,248.597
7.7250,3.252,248.508
7.7300,3.252,248.685
7.7350,3.252,248.774
7.7400,3.252,248.597
7.7450,3.252,248.597
7.7500,3.164,248.685
7.7550,3.164,248.508
7.7600,3.164,248.597
7.7650,3.076,248.597
7.7700,3.076,248.419
7.7750,3.076,248.508
7.7800,3.076,248.685
7.7850,2.988,248.242
7.7900,2.988,248.508
7.7950,2.988,248.685
7.8000,3.076,248.597
7.8050,3.164,248.774
7.8100,3.076,248.685
7.8150,3.164,248.597
7.8200,3.164,248.597
7.8250,3.252,248.508
7.8300,3.252,248.419
7.8350,3.252,248.331
7.8400,3.340,248.597
7.8450,3.340,248.597
7.8500,3.340,248.863
7.8550,3.428,248.685
7.8600,3.428,248.597
7.8650,3.428,248.419
7.8700,3.428,248.508
7.8750,3.428,248.419
7.8800,3.428,248.597
7.8850,3.428,248.508
7.8900,3.340,248.863
7.8950,3.340,248.597
7.9000,3.340,248.597
7.9050,3.252,248.597
7.9100,3.252,249.749
7.9150,3.252,248.774
7.9200,3.340,248.685
7.9250,3.428,248.508
7.9300,3.516,248.774
7.9350,3.516,248.597
7.9400,3.516,248.508
7.9450,3.516,248.685
7.9500,3.604,248.685
7.9550,3.604,248.508
7.9600,3.604,248.774
7.9650,3.604,248.419
7.9700,3.516,248.685
7.9750,3.428,248.508
7.9800,3.428,248.597
7.9850,3.340,248.597
7.9900,3.340,248.331
7.9950,3.340,248.419
8.0000,3.252,248.597
8.0050,3.164,248.685
8.0100,3.076,249.129
8.0150,3.076,248.419
8.0200,3.164,248.242
8.0250,3.164,248.597
8.0300,3.164,248.685
8.0350,3.252,248.331
8.0400,3.164,248.331
8.0450,3.252,248.597
8.0500,3.340,248.597
8.0550,3.340,248.774
8.0600,3.428,247.533
8.0650,3.516,248.685
8.0700,3.604,248.685
8.0750,3.604,248.685
8.0800,3.691,248.685
8.0850,3.691,247.888
8.0900,3.779,248.774
8.0950,3.779,248.508
8.1000,3.779,248.508
8.1050,3.691,248.597
8.1100,3.691,249.217
8.1150,3.604,248.508
8.1200,3.516,248.508
8.1250,3.516,248.685
8.1300,3.428,248.863
8.1350,3.340,248.863
8.1400,3.252,248.597
8.1450,3.164,248.597
8.1500,2.988,248.774
8.1550,2.988,248.685
8.1600,2.900,248.154
8.1650,2.813,248.242
8.1700,2.813,248.597
8.1750,2.813,248.597
8.1800,2.813,248.597
8.1850,2.813,248.774
8.1900,2.900,248.685
8.1950,2.900,248.597
8.2000,2.988,248.597
8.2050,3.076,248.597
8.2100,3.076,248.597
8.2150,3.076,248.685
8.2200,3.164,248.597
8.2250,3.252,248.331
8.2300,3.252,249.217
8.2350,3.340,248.597
8.2400,3.252,248.774
8.2450,3.252,248.685
8.2500,3.252,248.597
8.2550,3.252,248.242
8.2600,3.340,248.419
8.2650,3.340,248.597
8.2700,3.340,248.685
8.2750,3.340,248.419
8.2800,3.252,248.597
8.2850,3.252,248.597
8.2900,3.252,248.597
8.2950,3.340,248.419
8.3000,3.340,248.685
8.3050,3.252,248.863
8.3100,3.164,248.331
8.3150,3.252,248.597
8.3200,3.164,248.597
8.3250,3.252,248.685
8.3300,3.252,248.597
8.3350,3.252,248.774
8.3400,3.252,248.597
8.3450,3.252,248.685
8.3500,3.252,248.508
8.3550,3.252,248.685
8.3600,3.164,248.597
8.3650,3.164,248.597
8.3700,3.164,248.508
8.3750,3.076,248.685
8.3800,2.988,248.597
8.3850,2.988,248.685
8.3900,2.988,248.685
8.3950,2.988,248.685
8.4000,2.988,249.217
8.4050,2.988,248.685
8.4100,3.076,248.774
8.4150,3.076,248.951
8.4200,3.076,248.774
8.4250,3.164,248.508
8.4300,3.252,248.685
8.4350,3.252,248.685
8.4400,3.252,248.774
8.4450,3.340,248.685
8.4500,3.252,248.508
8.4550,3.252,248.597
8.4600,3.252,248.685
8.4650,3.252,248.242
8.4700,3.340,248.863
8.4750,3.252,248.508
8.4800,3.340,248.685
8.4850,3.252,248.508
8.4900,3.340,248.597
8.4950,3.428,248.774
8.5000,3.340,248.951
8.5050,3.428,248.597
8.5100,3.428,248.774
8.5150,3.428,248.419
8.5200,3.340,248.685
8.5250,3.340,248.597
8.5300,3.340,248.685
8.5350,3.340,248.597
8.5400,3.252,248.597
8.5450,3.164,248.597
8.5500,3.164,248.597
8.5550,3.164,248.508
8.5600,3.164,248.419
8.5650,3.252,248.685
8.5700,3.252,248.685
8.5750,3.340,248.685
8.5800,3.252,248.154
8.5850,3.252,247.799
8.5900,3.340,248.508
8.5950,3.428,248.419
8.6000,3.428,248.597
8.6050,3.428,248.508
8.6100,3.516,248.331
8.6150,3.516,248.685
8.6200,3.428,248.597
8.6250,3.428,249.129
8.6300,3.428,248.597
8.6350,3.340,248.597
8.6400,3.340,248.597
8.6450,3.340,248.685
8.6500,3.340,248.685
8.6550,3.252,248.508
8.6600,3.340,248.685
8.6650,3.340,248.685
8.6700,3.340,248.685
8.6750,3.340,248.597
8.6800,3.340,248.597
8.6850,3.340,248.685
8.6900,3.340,248.685
8.6950,3.340,248.685
8.7000,3.252,248.419
8.7050,3.252,248.774
8.7100,3.164,248.597
8.7150,3.076,248.597
8.7200,2.988,248.597
8.7250,2.900,248.774
8.7300,2.900,248.685
8.7350,2.813,248.508
8.7400,2.813,248.419
8.7450,2.813,248.419
8.7500,2.813,248.597
8.7550,2.813,248.508
8.7600,2.900,248.419
8.7650,2.813,248.508
8.7700,2.900,248.508
8.7750,2.900,248.685
8.7800,2.988,248.597
8.7850,3.076,248.508
8.7900,3.076,248.597
8.7950,3.164,248.419
8.8000,3.164,248.774
8.8050,3.252,248.508
8.8100,3.252,247.799
8.8150,3.340,248.597
8.8200,3.340,248.154
8.8250,3.428,248.597
8.8300,3.340,248.597
8.8350,3.428,248.419
8.8400,3.428,248.597
8.8450,3.428,248.331
8.8500,3.340,248.419
8.8550,3.340,248.597
8.8600,3.252,248.685
8.8650,3.252,248.774
8.8700,3.164,248.597
8.8750,3.164,248.065
8.8800,3.076,248.685
8.8850,3.076,248.597
8.8900,3.076,248.774
8.8950,3.076,248.597
8.9000,3.076,248.597
8.9050,3.076,248.685
8.9100,3.076,248.685
8.9150,3.076,248.597
8.9200,3.076,248.597
8.9250,3.076,248.685
8.9300,3.164,248.863
8.9350,3.164,248.685
8.9400,3.164,248.774
8.9450,3.164,248.685
8.9500,3.164,248.419
8.9550,3.252,248.685
8.9600,3.252,248.508
8.9650,3.252,248.597
8.9700,3.164,248.597
8.9750,3.164,248.508
8.9800,3.340,248.419
8.9850,3.252,248.597
8.9900,3.252,248.685
8.9950,3.252,248.597
9.0000,3.252,248.508
9.0050,3.252,248.863
9.0100,3.340,249.129
9.0150,3.428,248.685
9.0200,3.428,248.597
9.0250,3.428,248.508
9.0300,3.428,248.597
9.0350,3.428,248.331
9.0400,3.428,248.419
9.0450,3.516,248.774
9.0500,3.428,248.685
9.0550,3.516,248.508
9.0600,3.516,248.419
9.0650,3.428,248.597
9.0700,3.428,248.597
9.0750,3.340,248.154
9.0800,3.340,248.597
9.0850,3.340,248.419
9.0900,3.340,248.331
9.0950,3.252,248.863
9.1000,3.252,248.154
9.1050,3.164,248.685
9.1100,3.164,248.685
9.1150,3.164,248.331
9.1200,3.164,248.331
9.1250,3.164,248.597
9.1300,3.076,248.419
9.1350,3.164,248.774
9.1400,3.164,248.597
9.1450,3.076,248.685
9.1500,3.164,248.597
9.1550,3.164,248.863
9.1600,3.164,248.508
9.1650,3.076,248.419
9.1700,3.076,248.597
9.1750,2.988,248.597
9.1800,2.988,248.597
