# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-132.98
# idle,pivot_deg,-7.12
# idle,pivot_deg,36.30
# idle,pivot_deg,33.31
# idle,pivot_deg,35.77
# idle,pivot_deg,36.30
# idle,pivot_deg,36.04
# > o
# ok,pivot zeroed
# idle,pivot_deg,0.35
# idle,pivot_deg,1.58
# idle,pivot_deg,1.93
# idle,pivot_deg,1.32
# idle,pivot_deg,0.97
# > q 180

#BEGIN
# test,yquiet
# nominal_deg,180.0
# sample_hz,200
# action,do not touch the arm
t_s,pivot_deg,wheel_deg
3.6000,5.186,248.508
3.6050,5.098,248.508
3.6100,5.186,248.685
3.6150,5.186,248.242
3.6200,5.273,248.774
3.6250,5.273,248.685
3.6300,5.273,248.685
3.6350,5.273,248.685
3.6400,5.273,248.685
3.6450,5.361,248.774
3.6500,5.361,248.597
3.6550,5.449,248.597
3.6600,5.449,248.508
3.6650,5.449,248.508
3.6700,5.449,248.685
3.6750,5.449,248.597
3.6800,5.361,248.774
3.6850,5.361,248.242
3.6900,5.361,248.597
3.6950,5.273,248.597
3.7000,5.273,248.331
3.7050,5.186,248.331
3.7100,5.273,248.597
3.7150,5.186,248.331
3.7200,5.186,247.888
3.7250,5.186,248.508
3.7300,5.098,248.597
3.7350,5.098,248.597
3.7400,5.098,248.508
3.7450,5.098,248.508
3.7500,5.098,248.508
3.7550,5.010,248.331
3.7600,5.098,248.508
3.7650,5.010,248.508
3.7700,5.010,248.065
3.7750,5.010,248.508
3.7800,5.010,248.419
3.7850,5.010,248.508
3.7900,5.098,248.597
3.7950,5.098,248.597
3.8000,5.098,248.685
3.8050,5.098,248.508
3.8100,5.098,248.951
3.8150,5.098,248.774
3.8200,5.098,248.685
3.8250,5.098,248.863
3.8300,5.098,248.597
3.8350,5.098,248.508
3.8400,5.098,248.508
3.8450,5.098,248.863
3.8500,5.098,248.597
3.8550,5.098,249.306
3.8600,5.010,248.597
3.8650,5.098,248.597
3.8700,5.010,248.597
3.8750,5.010,248.508
3.8800,5.010,248.419
3.8850,5.098,248.685
3.8900,5.098,248.685
3.8950,5.098,248.597
3.9000,5.098,248.508
3.9050,5.098,248.331
3.9100,5.098,248.419
3.9150,5.098,248.597
3.9200,5.098,248.508
3.9250,5.010,248.597
3.9300,5.098,248.685
3.9350,5.010,248.774
3.9400,5.010,248.597
3.9450,5.010,248.685
3.9500,4.922,248.419
3.9550,4.922,248.863
3.9600,4.922,248.685
3.9650,4.834,248.508
3.9700,4.834,248.597
3.9750,4.834,248.597
3.9800,4.834,248.774
3.9850,4.658,248.597
3.9900,4.658,248.774
3.9950,4.658,248.419
4.0000,4.658,248.597
4.0050,4.658,248.331
4.0100,4.658,248.508
4.0150,4.658,248.508
4.0200,4.570,248.597
4.0250,4.658,248.774
4.0300,4.746,248.774
4.0350,4.746,248.597
4.0400,4.834,248.685
4.0450,4.834,248.685
4.0500,4.922,248.508
4.0550,4.922,248.597
4.0600,5.098,249.040
4.0650,5.098,248.419
4.0700,5.186,248.685
4.0750,5.361,248.597
4.0800,5.361,248.597
4.0850,5.361,248.597
4.0900,5.361,248.597
4.0950,5.361,248.597
4.1000,5.361,248.508
4.1050,5.273,247.976
4.1100,5.186,248.685
4.1150,5.098,248.863
4.1200,4.922,248.597
4.1250,4.834,248.508
4.1300,4.834,248.597
4.1350,4.746,248.597
4.1400,4.746,248.419
4.1450,4.746,248.597
4.1500,4.834,248.597
4.1550,4.834,248.685
4.1600,4.922,248.685
4.1650,5.010,248.419
4.1700,5.010,248.331
4.1750,5.098,248.508
4.1800,5.186,248.597
4.1850,5.186,248.508
4.1900,5.186,248.597
4.1950,5.186,248.774
4.2000,5.186,248.597
4.2050,5.098,248.419
4.2100,5.098,248.331
4.2150,5.098,249.129
4.2200,5.098,248.419
4.2250,5.010,248.597
4.2300,5.010,248.597
4.2350,5.010,248.331
4.2400,4.922,248.597
4.2450,4.922,248.597
4.2500,4.922,248.508
4.2550,4.922,248.065
4.2600,4.922,248.419
4.2650,4.922,248.863
4.2700,4.922,248.419
4.2750,4.922,248.863
4.2800,4.834,248.331
4.2850,4.834,248.597
4.2900,4.922,248.508
4.2950,4.834,248.508
4.3000,4.834,248.508
4.3050,4.834,248.774
4.3100,4.746,248.331
4.3150,4.746,248.154
4.3200,4.746,248.508
4.3250,4.746,248.597
4.3300,4.746,248.774
4.3350,4.746,248.597
4.3400,4.746,248.597
4.3450,4.746,248.242
4.3500,4.658,248.508
4.3550,4.746,248.774
4.3600,4.746,248.508
4.3650,4.746,248.685
4.3700,4.834,248.419
4.3750,4.834,248.863
4.3800,4.834,248.508
4.3850,4.834,248.331
4.3900,4.834,248.597
4.3950,4.922,248.597
4.4000,4.922,248.419
4.4050,4.922,248.597
4.4100,5.010,248.508
4.4150,5.010,248.331
4.4200,4.922,248.685
4.4250,4.922,249.129
4.4300,5.010,248.508
4.4350,5.010,248.597
4.4400,5.010,248.597
4.4450,5.010,248.597
4.4500,5.010,248.597
4.4550,5.010,248.597
4.4600,4.922,248.508
4.4650,4.922,248.242
4.4700,4.922,248.685
4.4750,4.834,248.774
4.4800,4.834,248.951
4.4850,4.834,248.685
4.4900,4.746,248.419
4.4950,4.834,248.419
4.5000,4.746,247.976
4.5050,4.746,248.685
4.5100,4.746,248.597
4.5150,4.834,248.685
4.5200,4.746,248.242
4.5250,4.834,248.685
4.5300,4.922,248.597
4.5350,4.922,248.508
4.5400,5.010,248.419
4.5450,5.010,249.040
4.5500,5.010,247.799
4.5550,5.098,248.685
4.5600,5.098,248.419
4.5650,5.010,248.597
4.5700,5.010,248.508
4.5750,4.922,248.597
4.5800,4.834,248.508
4.5850,4.834,248.597
4.5900,4.746,248.597
4.5950,4.746,248.685
4.6000,4.658,248.597
4.6050,4.658,248.419
4.6100,4.658,248.597
4.6150,4.658,248.419
4.6200,4.658,248.419
4.6250,4.570,247.710
4.6300,4.570,248.597
4.6350,4.658,248.331
4.6400,4.658,248.685
4.6450,4.746,248.419
4.6500,4.834,248.508
4.6550,4.834,248.685
4.6600,4.922,248.508
4.6650,4.922,248.774
4.6700,5.010,248.419
4.6750,5.010,248.597
4.6800,5.098,248.508
4.6850,5.098,248.597
4.6900,5.098,248.774
4.6950,5.098,248.419
4.7000,5.098,248.508
4.7050,5.098,248.597
4.7100,5.010,248.597
4.7150,5.010,248.685
4.7200,4.922,248.774
4.7250,4.922,248.508
4.7300,4.834,248.685
4.7350,4.834,248.331
4.7400,4.834,248.685
4.7450,4.834,248.597
4.7500,4.922,248.951
4.7550,5.010,248.685
4.7600,5.010,248.419
4.7650,5.098,248.597
4.7700,5.186,248.951
4.7750,5.273,248.508
4.7800,5.273,249.483
4.7850,5.361,248.508
4.7900,5.361,248.685
4.7950,5.361,248.774
4.8000,5.361,248.597
4.8050,5.361,247.445
4.8100,5.361,248.685
4.8150,5.361,248.508
4.8200,5.361,248.597
4.8250,5.273,248.597
4.8300,5.361,248.685
4.8350,5.273,249.394
4.8400,5.186,248.685
4.8450,5.186,248.685
4.8500,5.098,248.597
4.8550,5.010,249.129
4.8600,5.010,248.863
4.8650,4.922,248.774
4.8700,4.834,249.129
4.8750,4.834,248.685
4.8800,4.834,248.508
4.8850,4.834,247.888
4.8900,4.834,248.774
4.8950,4.922,248.863
4.9000,4.922,248.419
4.9050,5.010,248.685
4.9100,5.010,248.508
4.9150,5.010,248.951
4.9200,5.010,248.331
4.9250,5.098,248.508
4.9300,5.186,248.419
4.9350,5.098,248.685
4.9400,5.098,248.242
4.9450,5.010,248.774
4.9500,5.010,248.508
4.9550,5.010,248.597
4.9600,5.010,248.597
4.9650,5.010,248.685
4.9700,4.922,248.508
4.9750,4.834,248.685
4.9800,4.834,248.597
4.9850,4.922,248.419
4.9900,4.922,248.508
4.9950,4.922,248.685
5.0000,5.010,248.685
5.0050,4.922,248.508
5.0100,5.010,248.597
5.0150,5.010,248.508
5.0200,5.098,248.597
5.0250,5.186,248.508
5.0300,5.186,248.508
5.0350,5.186,248.597
5.0400,5.186,248.508
5.0450,5.186,248.065
5.0500,5.186,248.508
5.0550,5.186,249.217
5.0600,5.273,248.774
5.0650,5.186,248.685
5.0700,5.186,248.685
5.0750,5.098,248.508
5.0800,5.098,248.508
5.0850,5.098,248.774
5.0900,5.098,248.597
5.0950,5.098,248.597
5.1000,5.098,248.154
5.1050,5.010,248.508
5.1100,4.922,248.419
5.1150,5.010,248.242
5.1200,5.098,248.597
5.1250,5.010,248.597
5.1300,5.098,248.419
5.1350,5.098,248.597
5.1400,5.098,248.685
5.1450,5.098,248.597
5.1500,5.098,248.154
5.1550,5.186,248.597
5.1600,5.186,248.419
5.1650,5.098,247.976
5.1700,5.098,248.685
5.1750,5.010,248.419
5.1800,5.010,248.685
5.1850,5.010,248.597
5.1900,5.010,248.597
5.1950,5.010,248.685
5.2000,5.010,248.065
5.2050,5.010,248.508
5.2100,5.010,248.597
5.2150,4.922,248.685
5.2200,5.010,248.154
5.2250,5.010,248.508
5.2300,5.010,248.685
5.2350,5.010,248.685
5.2400,5.010,248.508
5.2450,5.098,249.040
5.2500,5.098,248.685
5.2550,5.186,248.419
5.2600,5.186,248.597
5.2650,5.186,248.508
5.2700,5.186,249.040
5.2750,5.098,248.508
5.2800,5.010,248.597
5.2850,5.098,248.597
5.2900,5.098,248.597
5.2950,5.098,248.685
5.3000,5.098,248.597
5.3050,5.098,248.508
5.3100,5.098,248.508
5.3150,5.098,248.597
5.3200,5.098,248.774
5.3250,5.186,248.685
5.3300,5.186,248.597
5.3350,5.186,248.597
5.3400,5.098,248.508
5.3450,5.098,248.863
5.3500,5.098,248.597
5.3550,5.098,248.419
5.3600,5.098,248.597
5.3650,5.098,248.419
5.3700,5.010,248.685
5.3750,5.010,248.597
5.3800,5.010,248.508
5.3850,5.010,248.331
5.3900,5.098,248.419
5.3950,5.098,248.597
5.4000,5.010,248.508
5.4050,5.010,249.217
5.4100,5.010,248.508
5.4150,5.098,248.597
5.4200,5.098,248.508
5.4250,5.186,249.040
5.4300,5.186,248.951
5.4350,5.186,249.040
5.4400,5.098,248.685
5.4450,5.186,248.597
5.4500,5.186,249.040
5.4550,5.186,249.483
5.4600,5.186,248.597
5.4650,5.098,248.597
5.4700,5.098,248.508
5.4750,5.098,248.597
5.4800,5.098,248.597
5.4850,5.098,248.774
5.4900,5.098,248.597
5.4950,5.186,248.685
5.5000,5.098,248.419
5.5050,5.098,248.508
5.5100,5.010,248.508
5.5150,5.098,248.685
5.5200,5.098,248.597
5.5250,5.098,248.685
5.5300,5.098,249.040
5.5350,5.098,248.597
5.5400,5.098,248.597
5.5450,5.098,248.597
5.5500,5.098,248.685
5.5550,5.186,248.685
5.5600,5.186,248.419
5.5650,5.186,248.508
5.5700,5.186,248.597
5.5750,5.186,248.508
5.5800,5.186,248.597
5.5850,5.186,248.597
5.5900,5.186,248.685
5.5950,5.098,249.040
5.6000,5.010,248.419
5.6050,5.098,248.597
5.6100,5.010,248.685
5.6150,5.010,248.597
5.6200,4.922,247.976
5.6250,4.922,248.508
5.6300,4.922,248.685
5.6350,4.922,248.597
5.6400,4.922,248.597
5.6450,4.834,248.508
5.6500,4.922,248.508
5.6550,4.922,248.419
5.6600,4.922,248.597
5.6650,5.010,248.331
5.6700,5.010,249.217
5.6750,5.010,248.508
5.6800,5.010,248.508
5.6850,5.098,248.508
5.6900,5.098,248.508
5.6950,5.098,248.508
5.7000,5.098,248.685
5.7050,5.010,248.597
5.7100,5.010,248.242
5.7150,5.098,248.597
5.7200,5.098,248.597
5.7250,5.010,248.508
5.7300,5.010,248.508
5.7350,5.010,248.508
5.7400,5.010,248.685
5.7450,5.010,248.597
5.7500,5.010,248.597
5.7550,5.010,248.331
5.7600,4.922,248.419
5.7650,4.922,248.597
5.7700,4.922,248.508
5.7750,4.922,249.040
5.7800,4.922,248.419
5.7850,4.922,248.685
5.7900,4.922,248.597
5.7950,5.010,248.508
5.8000,5.010,248.951
5.8050,5.098,248.597
5.8100,5.098,248.419
5.8150,5.098,248.685
5.8200,5.098,248.508
5.8250,5.098,248.242
5.8300,5.098,248.685
5.8350,5.098,248.685
5.8400,5.098,248.774
5.8450,5.098,249.749
5.8500,5.098,248.685
5.8550,5.098,248.508
5.8600,5.098,248.419
5.8650,5.010,247.976
5.8700,5.098,248.508
5.8750,5.098,248.331
5.8800,5.098,248.597
5.8850,5.186,248.242
5.8900,5.186,249.217
5.8950,5.186,248.597
5.9000,5.186,248.508
5.9050,5.186,248.597
5.9100,5.186,248.597
5.9150,5.186,248.419
5.9200,5.186,248.685
5.9250,5.098,248.419
5.9300,5.098,248.597
5.9350,5.010,248.508
5.9400,5.098,248.597
5.9450,5.098,248.774
5.9500,5.010,248.597
5.9550,5.010,248.508
5.9600,5.010,249.217
5.9650,4.922,248.331
5.9700,4.922,248.597
5.9750,4.834,248.419
5.9800,4.834,248.597
5.9850,4.834,248.597
5.9900,4.834,248.508
5.9950,4.746,248.508
6.0000,4.746,248.508
6.0050,4.746,248.508
6.0100,4.746,248.508
6.0150,4.834,248.508
6.0200,4.834,248.774
6.0250,4.834,249.394
6.0300,4.834,248.685
6.0350,4.834,248.597
6.0400,4.746,248.508
6.0450,4.834,248.863
6.0500,4.834,248.774
6.0550,4.834,248.419
6.0600,4.834,248.597
6.0650,4.834,248.597
6.0700,4.922,248.419
6.0750,4.922,248.597
6.0800,5.010,248.508
6.0850,5.098,248.419
6.0900,5.098,248.419
6.0950,5.186,248.508
6.1000,5.186,248.685
6.1050,5.186,248.508
6.1100,5.186,248.597
6.1150,5.186,248.154
6.1200,5.186,248.419
6.1250,5.098,248.508
6.1300,5.010,248.597
6.1350,4.922,247.799
6.1400,4.922,248.597
6.1450,4.922,248.597
6.1500,4.922,248.597
6.1550,4.834,248.685
6.1600,4.834,248.419
6.1650,4.834,248.685
6.1700,4.922,248.508
6.1750,5.010,248.597
6.1800,5.010,248.685
6.1850,5.098,248.597
6.1900,5.098,248.597
6.1950,5.186,248.597
6.2000,5.273,248.597
6.2050,5.273,248.508
6.2100,5.273,248.685
6.2150,5.361,248.065
6.2200,5.273,248.597
6.2250,5.273,248.597
6.2300,5.186,248.508
6.2350,5.098,248.508
6.2400,5.098,248.419
6.2450,5.010,248.685
6.2500,5.010,248.685
6.2550,4.922,248.597
6.2600,4.922,248.863
6.2650,4.922,248.419
6.2700,4.834,249.129
6.2750,4.834,248.774
6.2800,4.834,248.508
6.2850,4.834,248.419
6.2900,4.922,248.597
6.2950,4.922,248.597
6.3000,4.922,249.217
6.3050,4.922,248.685
6.3100,4.922,248.685
6.3150,4.922,248.419
6.3200,5.010,248.597
6.3250,5.010,248.685
6.3300,4.922,248.508
6.3350,4.922,248.331
6.3400,4.922,248.597
6.3450,4.922,248.863
6.3500,5.010,247.976
6.3550,4.922,249.040
6.3600,4.922,248.597
6.3650,4.922,248.419
6.3700,4.922,248.508
6.3750,4.922,248.951
6.3800,4.922,248.419
6.3850,4.922,248.951
6.3900,5.010,248.597
6.3950,4.922,248.597
6.4000,4.922,248.774
6.4050,4.922,248.597
6.4100,4.922,248.597
6.4150,4.922,247.888
6.4200,4.922,248.508
6.4250,4.922,247.888
6.4300,4.922,248.597
6.4350,4.922,248.597
6.4400,4.922,248.685
6.4450,4.922,248.508
6.4500,4.922,248.863
6.4550,4.922,248.597
6.4600,4.922,248.597
6.4650,4.922,248.331
6.4700,4.834,248.597
6.4750,4.922,248.597
6.4800,4.922,248.774
6.4850,4.922,248.685
6.4900,4.834,248.774
6.4950,4.834,248.419
6.5000,4.834,248.331
6.5050,4.746,248.597
6.5100,4.834,248.597
6.5150,4.834,248.508
6.5200,4.834,248.774
6.5250,4.834,248.419
6.5300,4.834,248.685
6.5350,4.834,248.597
6.5400,4.922,248.508
6.5450,5.010,248.685
6.5500,5.010,248.508
6.5550,5.010,248.508
6.5600,5.010,248.154
6.5650,4.922,248.597
6.5700,5.010,248.419
6.5750,4.922,248.597
6.5800,4.922,248.597
6.5850,4.922,249.926
6.5900,4.834,248.685
6.5950,4.834,248.597
6.6000,4.746,248.508
6.6050,4.746,248.597
6.6100,4.746,248.597
6.6150,4.834,248.685
6.6200,4.746,248.597
6.6250,4.746,248.685
6.6300,4.746,248.508
6.6350,4.746,248.597
6.6400,4.834,248.774
6.6450,4.922,249.217
6.6500,4.922,248.508
6.6550,5.010,248.685
6.6600,4.922,248.508
6.6650,4.922,248.863
6.6700,4.922,248.685
6.6750,5.010,248.685
6.6800,4.922,248.331
6.6850,4.922,248.508
6.6900,4.834,248.774
6.6950,4.834,248.685
6.7000,4.746,248.951
6.7050,4.834,248.685
6.7100,4.834,248.331
6.7150,4.834,248.863
6.7200,4.834,248.331
6.7250,4.746,248.685
6.7300,4.746,248.685
6.7350,4.834,248.685
6.7400,4.834,248.508
6.7450,4.834,248.419
6.7500,4.834,248.331
6.7550,4.746,248.863
6.7600,4.746,248.597
6.7650,4.746,248.685
6.7700,4.746,248.597
6.7750,4.834,248.508
6.7800,4.922,248.685
6.7850,4.922,248.685
6.7900,4.922,248.508
6.7950,4.922,248.597
6.8000,4.922,248.597
6.8050,5.010,249.129
6.8100,5.010,248.331
6.8150,5.010,248.331
6.8200,5.098,248.508
6.8250,5.010,248.774
6.8300,5.010,248.774
6.8350,5.010,248.597
6.8400,5.010,248.597
6.8450,5.010,248.419
6.8500,5.010,248.863
6.8550,4.922,248.419
6.8600,4.922,248.597
6.8650,4.922,248.685
6.8700,4.834,248.597
6.8750,4.834,248.331
6.8800,4.922,248.508
6.8850,4.922,248.508
6.8900,4.834,248.508
6.8950,4.922,248.685
6.9000,4.922,248.508
6.9050,4.922,247.976
6.9100,4.922,248.597
6.9150,4.922,248.685
6.9200,4.922,248.419
6.9250,4.922,248.508
6.9300,4.834,249.129
6.9350,4.834,248.597
6.9400,4.834,248.597
6.9450,4.834,248.685
6.9500,4.834,248.685
6.9550,4.834,248.508
6.9600,4.834,248.597
6.9650,4.834,248.508
6.9700,4.834,248.419
6.9750,4.834,249.129
6.9800,4.922,248.508
6.9850,4.922,248.685
6.9900,4.922,248.419
6.9950,4.922,248.863
7.0000,4.922,248.597
7.0050,4.922,248.597
7.0100,4.922,248.331
7.0150,4.922,248.597
7.0200,4.922,248.685
7.0250,4.922,248.685
7.0300,4.834,248.597
7.0350,4.922,248.508
7.0400,4.834,248.419
7.0450,4.834,248.508
7.0500,4.922,248.508
7.0550,4.834,248.508
7.0600,4.746,248.242
7.0650,4.834,248.597
7.0700,4.834,248.597
7.0750,4.746,248.685
7.0800,4.834,248.774
7.0850,4.922,248.419
7.0900,4.834,248.597
7.0950,4.922,248.508
7.1000,4.922,249.129
7.1050,4.922,248.597
7.1100,5.010,248.508
7.1150,5.010,248.508
7.1200,5.010,248.685
7.1250,5.010,248.419
7.1300,5.010,248.597
7.1350,5.010,249.838
7.1400,5.098,248.597
7.1450,5.098,248.508
7.1500,5.098,248.597
7.1550,5.098,249.483
7.1600,5.098,248.951
7.1650,5.098,248.597
7.1700,5.098,248.508
7.1750,5.098,248.597
7.1800,5.098,248.508
7.1850,5.098,248.685
7.1900,5.098,248.597
7.1950,5.010,248.419
7.2000,5.010,248.774
7.2050,5.010,248.419
7.2100,5.010,248.508
7.2150,5.010,248.419
7.2200,5.010,248.685
7.2250,5.010,248.419
7.2300,5.010,248.508
7.2350,5.010,248.685
7.2400,5.010,248.419
7.2450,5.010,248.242
7.2500,5.098,248.508
7.2550,5.098,248.597
7.2600,5.010,248.597
7.2650,5.010,248.685
7.2700,5.010,248.597
7.2750,5.010,248.685
7.2800,5.010,247.888
7.2850,5.010,248.774
7.2900,5.010,248.774
7.2950,5.010,248.508
7.3000,4.922,248.419
7.3050,5.010,248.508
7.3100,5.010,248.685
7.3150,5.010,248.508
7.3200,5.010,249.217
7.3250,5.010,248.597
7.3300,5.010,248.774
7.3350,5.010,248.597
7.3400,5.010,248.597
7.3450,5.010,248.685
7.3500,5.010,248.419
7.3550,5.010,248.685
7.3600,5.010,248.863
7.3650,5.010,248.508
7.3700,5.010,248.597
7.3750,5.098,248.508
7.3800,5.098,248.597
7.3850,5.098,248.774
7.3900,5.098,248.685
7.3950,5.010,248.685
7.4000,5.098,249.306
7.4050,5.010,248.419
7.4100,5.010,248.331
7.4150,5.010,248.597
7.4200,5.010,248.508
7.4250,5.010,248.685
7.4300,4.922,248.597
7.4350,4.922,248.508
7.4400,5.010,248.508
7.4450,5.010,248.597
7.4500,5.098,248.685
7.4550,5.098,248.508
7.4600,5.186,248.597
7.4650,5.186,248.508
7.4700,5.273,248.597
7.4750,5.361,248.597
7.4800,5.361,248.774
7.4850,5.361,249.306
7.4900,5.361,248.508
7.4950,5.273,248.597
7.5000,5.273,248.508
7.5050,5.186,248.508
7.5100,5.186,249.217
7.5150,5.098,248.597
7.5200,5.098,248.508
7.5250,5.010,248.774
7.5300,4.922,249.129
7.5350,4.922,248.685
7.5400,4.834,248.331
7.5450,4.922,248.331
7.5500,4.922,248.597
7.5550,4.922,248.685
7.5600,5.010,248.774
7.5650,5.010,248.685
7.5700,5.010,248.685
7.5750,5.098,248.597
7.5800,5.098,248.597
7.5850,5.186,248.597
7.5900,5.186,247.888
7.5950,5.186,248.597
7.6000,5.186,248.597
7.6050,5.186,248.065
7.6100,5.186,248.597
7.6150,5.186,247.888
7.6200,5.186,248.685
7.6250,5.186,248.597
7.6300,5.098,248.508
7.6350,5.010,248.685
7.6400,4.922,248.774
7.6450,4.922,248.508
7.6500,4.922,248.508
7.6550,4.834,248.774
7.6600,4.746,248.863
7.6650,4.746,248.508
7.6700,4.746,248.331
7.6750,4.746,248.508
7.6800,4.834,248.597
7.6850,4.834,248.774
7.6900,4.834,248.685
7.6950,4.922,248.685
7.7000,4.922,248.597
7.7050,4.922,248.597
7.7100,4.922,248.597
7.7150,5.010,248.597
7.7200,5.010,248.685
7.7250,4.922,248.774
7.7300,4.922,248.508
7.7350,4.922,248.597
7.7400,4.922,248.685
7.7450,4.834,247.799
7.7500,4.834,248.685
7.7550,4.922,248.597
7.7600,4.922,248.331
7.7650,4.922,248.685
7.7700,4.922,248.685
7.7750,4.834,248.597
7.7800,4.922,247.976
7.7850,4.922,248.863
7.7900,4.922,249.040
7.7950,4.834,248.508
7.8000,4.834,248.597
7.8050,4.834,248.597
7.8100,4.834,248.685
7.8150,4.834,248.685
7.8200,4.834,248.597
7.8250,4.746,248.508
7.8300,4.746,248.154
7.8350,4.746,248.597
7.8400,4.834,248.508
7.8450,4.834,248.597
7.8500,4.834,248.597
7.8550,4.834,248.154
7.8600,4.746,248.863
7.8650,4.746,248.508
7.8700,4.746,248.597
7.8750,4.834,248.597
7.8800,4.746,248.508
7.8850,4.746,248.331
7.8900,4.834,249.217
7.8950,4.746,248.419
7.9000,4.746,248.242
7.9050,4.834,249.217
7.9100,4.834,248.419
7.9150,4.834,248.508
7.9200,4.834,248.951
7.9250,4.922,248.597
7.9300,4.834,249.040
7.9350,4.834,248.597
7.9400,4.834,248.597
7.9450,4.834,248.597
7.9500,4.834,248.685
7.9550,4.746,248.685
7.9600,4.746,248.508
7.9650,4.746,248.508
7.9700,4.658,248.419
7.9750,4.658,248.685
7.9800,4.746,248.597
7.9850,4.746,248.597
7.9900,4.834,248.419
7.9950,4.834,248.419
8.0000,4.922,248.154
8.0050,4.922,248.508
8.0100,5.010,248.685
8.0150,5.010,248.597
8.0200,5.010,248.597
8.0250,5.010,248.508
8.0300,5.010,248.597
8.0350,5.010,248.685
8.0400,4.922,248.508
8.0450,4.922,248.597
8.0500,4.746,248.685
8.0550,4.834,248.685
8.0600,4.746,248.774
8.0650,4.746,248.419
8.0700,4.746,249.217
8.0750,4.658,248.508
8.0800,4.658,248.685
8.0850,4.570,248.331
8.0900,4.570,248.685
8.0950,4.570,248.951
8.1000,4.658,248.597
8.1050,4.570,248.597
8.1100,4.570,248.597
8.1150,4.570,248.419
8.1200,4.658,248.597
8.1250,4.658,248.685
8.1300,4.746,248.774
8.1350,4.746,248.419
8.1400,4.746,248.154
8.1450,4.746,248.508
8.1500,4.746,248.597
8.1550,4.746,248.508
8.1600,4.746,248.774
8.1650,4.746,248.597
8.1700,4.658,248.597
8.1750,4.658,248.951
8.1800,4.658,248.597
8.1850,4.658,248.685
8.1900,4.658,248.597
8.1950,4.746,248.863
8.2000,4.746,248.508
8.2050,4.746,248.597
8.2100,4.746,248.685
8.2150,4.746,248.242
8.2200,4.746,248.597
8.2250,4.746,247.888
8.2300,4.746,248.508
8.2350,4.746,248.597
8.2400,4.834,248.685
8.2450,4.834,248.597
8.2500,4.746,248.774
8.2550,4.746,248.774
8.2600,4.658,248.951
8.2650,4.746,248.597
8.2700,4.658,248.419
8.2750,4.658,248.597
8.2800,4.570,248.597
8.2850,4.570,248.508
8.2900,4.482,248.508
8.2950,4.482,248.685
8.3000,4.482,248.685
8.3050,4.570,248.597
8.3100,4.570,248.685
8.3150,4.570,248.419
8.3200,4.570,248.419
8.3250,4.570,248.597
8.3300,4.570,248.419
8.3350,4.658,248.508
8.3400,4.658,248.597
8.3450,4.570,248.508
8.3500,4.570,248.597
8.3550,4.570,248.508
8.3600,4.570,248.508
8.3650,4.658,248.951
8.3700,4.570,248.685
8.3750,4.658,248.685
8.3800,4.658,248.597
8.3850,4.658,248.774
8.3900,4.746,248.863
8.3950,4.746,249.129
8.4000,4.746,248.597
8.4050,4.658,248.508
8.4100,4.658,248.774
8.4150,4.570,248.597
8.4200,4.570,248.597
8.4250,4.570,248.597
8.4300,4.482,248.508
8.4350,4.482,248.508
8.4400,4.482,248.508
8.4450,4.482,248.597
8.4500,4.482,248.774
8.4550,4.482,248.508
8.4600,4.482,248.597
8.4650,4.482,248.242
8.4700,4.482,248.597
8.4750,4.570,248.331
8.4800,4.570,248.154
8.4850,4.570,248.508
8.4900,4.570,248.685
8.4950,4.658,248.774
8.5000,4.658,248.597
8.5050,4.658,248.685
8.5100,4.746,248.597
8.5150,4.746,248.597
8.5200,4.746,248.597
8.5250,4.834,248.597
8.5300,4.922,248.508
8.5350,5.010,248.685
8.5400,5.010,248.597
8.5450,5.098,248.685
8.5500,5.098,248.597
8.5550,5.098,248.597
8.5600,5.186,249.483
8.5650,5.186,248.774
8.5700,5.186,248.863
8.5750,5.098,248.597
8.5800,5.010,248.774
8.5850,5.010,248.419
8.5900,4.922,248.597
8.5950,4.922,248.685
8.6000,4.834,248.508
8.6050,4.834,248.508
8.6100,4.746,248.508
8.6150,4.746,248.685
8.6200,4.746,248.419
8.6250,4.746,248.508
8.6300,4.834,248.597
8.6350,4.746,248.597
8.6400,4.746,248.065
8.6450,4.746,248.331
8.6500,4.746,249.040
8.6550,4.746,248.863
8.6600,4.834,248.685
8.6650,4.746,248.597
8.6700,4.746,248.242
8.6750,4.746,248.242
8.6800,4.746,248.597
8.6850,4.658,248.774
8.6900,4.658,248.508
8.6950,4.658,248.685
8.7000,4.570,248.685
8.7050,4.570,248.597
8.7100,4.570,248.508
8.7150,4.570,248.863
8.7200,4.658,248.597
8.7250,4.658,248.597
8.7300,4.746,248.597
8.7350,4.746,248.419
8.7400,4.746,248.419
8.7450,4.746,249.040
8.7500,4.834,248.774
